Full Management address,Service Name,Service Number,Enrollment total,Max licensed positions total,Count Service Number,Owner name,Funder name,Company source link,Owner source link,Additional source if necessary,Methodology to link,Notes
"PO Box 82266, Highland Park Auckland 2014 Total",,,38,72,1,Go Bananas Childcare Limited,Steven Prabhat Chand Dogra,https://www.gobananasnz.co.nz/about-go-bananas-childcare/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6746676/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F6746676,https://opencorporates.com/companies/nz/6746676,,"PO Box address linked to Paul Tsui & Associates. I think he's their consultant or accountant. Steven Dogra and Manwinder Gill are listed in this ECE data as management. Dogra and Gill have a bunch of child care companies, including Kiwi Kids Limited. "
"PO Box 78, Marton Manawatu 4741",Marton Junction Community Pre-school,50529,21,20,1,,,,,,,
"PO Box 78, Marton Manawatu 4741 Total",,,21,20,1,,,,,,,
"PO Box 76107, Manukau City Auckland 2241",AŌ Kids - Papakura,46823,76,100,1,Solve Education Limiited dba Pasifika Early Learning,"Leon Fitu AH-YOUNG, Sulu AH-YOUNG",,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/5642269/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F5642269%3Fbackurl%3DH4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjFbFAAx0QGovYCUGIjVxsJ2i3p4iitj%252B90mvKXgnbTyngjkupYTiH%252B0Teh4n2hxD9WiRs6Ns0eZhLqRw6Lp194ZW9Sxcy5dj9izlJJxg7YHBYQhCqv%252F3CheaXywBnBqKwdaNMUWD3d7pbcHweU6YPYUrZhrBpJJLHAh%252B%252FgZazdyCwQAAAA%253D%253D,https://ero.govt.nz/institution/47871/pasifika-early-learning-naenae,ERO names Solve Education Ltd. as the governing body. Sulu Ah-Young is named in ECE data as management in most casesand within the directors on the business profile. ,
"PO Box 76107, Manukau City Auckland 2241 Total",,,76,100,1,Solve Education Limiited dba Pasifika Early Learning,"Leon Fitu AH-YOUNG, Sulu AH-YOUNG",,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/5642269/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F5642269%3Fbackurl%3DH4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjFbFAAx0QGovYCUGIjVxsJ2i3p4iitj%252B90mvKXgnbTyngjkupYTiH%252B0Teh4n2hxD9WiRs6Ns0eZhLqRw6Lp194ZW9Sxcy5dj9izlJJxg7YHBYQhCqv%252F3CheaXywBnBqKwdaNMUWD3d7pbcHweU6YPYUrZhrBpJJLHAh%252B%252FgZazdyCwQAAAA%253D%253D,https://ero.govt.nz/institution/47871/pasifika-early-learning-naenae,ERO names Solve Education Ltd. as the governing body. Sulu Ah-Young is named in ECE data as management in most casesand within the directors on the business profile. ,
"PO Box 76040,  Christchurch 8051",Dudley Creek Preschool Ltd,45546,37,25,1,,,,,,,
"PO Box 76040,  Christchurch 8051 Total",,,37,25,1,,,,,,,
"PO Box 70026, Ranui Auckland 0612",Fetū ole Moana Aoga amata,20489,22,24,1,,,,,,,
"PO Box 70026, Ranui Auckland 0612 Total",,,22,24,1,,,,,,,
"PO Box 68 053, Victoria Street West Auckland 1142",Auckland Girls Grammar School Childcare,20206,31,32,1,,,,,,,
"PO Box 68 053, Victoria Street West Auckland 1142 Total",,,31,32,1,,,,,,,
"PO Box 446,  Ashburton 7700",Ashburton Baptist Preschool,70309,76,81,1,,,,,,,
"PO Box 446,  Ashburton 7700 Total",,,76,81,1,,,,,,,
"PO Box 4353, Hamilton East Hamilton 3247",Stella Maris Te Aho Tāhuhu o Te Matauranga Katorika,48116,21,20,1,,,,,,,
"PO Box 4353, Hamilton East Hamilton 3247 Total",,,21,20,1,,,,,,,
"PO Box 43242, Mangere Auckland 2153",Southern Cross Campus Preschool,47634,35,40,1,,,,,,,
"PO Box 43242, Mangere Auckland 2153 Total",,,35,40,1,,,,,,,
"PO Box 429,  Whitianga 3510","Kauri Learners, Early Education, Whitianga",46903,45,59,1,,,,,,,
"PO Box 429,  Whitianga 3510 Total",,,45,59,1,,,,,,,
"PO Box 409, Rangiora North Canterbury 7440",Karanga Mai Early Learning Centre,65058,28,29,1,,,,,,,
"PO Box 409, Rangiora North Canterbury 7440 Total",,,28,29,1,,,,,,,
"PO Box 369,  Invercargill 9812",Kew Pacific Island Early Learning Centre,65093,24,30,1,,,,,,,
"PO Box 369,  Invercargill 9812 Total",,,24,30,1,,,,,,,
"PO Box 35211, Browns Bay Auckland 35211",City Impact Church Childcare Balclutha,47636,69,65,1,,,,,,,
"PO Box 35211, Browns Bay Auckland 35211 Total",,,69,65,1,,,,,,,
"PO Box 29022 Te Kowhai,  Hamilton 3263",Gumboots & Grasshoppers Childcare & Learning Centre,47515,92,98,1,,,,,,,
"PO Box 29022 Te Kowhai,  Hamilton 3263 Total",,,92,98,1,,,,,,,
"PO Box 25094, Merivale Christchurch 8144",St Margaret's Pre-school,46761,37,50,1,,,,,,,
"PO Box 25094, Merivale Christchurch 8144 Total",,,37,50,1,,,,,,,
"PO Box 137274, Parnell Auckland",The Park Early Learning Centre,45843,183,150,1,,,,,,,
"PO Box 137274, Parnell Auckland Total",,,183,150,1,,,,,,,
"Peel Forest RD 22, Geraldine Timaru 7992",Peel Forest Preschool,65056,20,18,1,,,,,,,
"Peel Forest RD 22, Geraldine Timaru 7992 Total",,,20,18,1,,,,,,,
"P O Box 9800, Newmarket Auckland 1149",Dominion Childcare Centre,47411,30,36,1,,,,,,,
"P O Box 9800, Newmarket Auckland 1149 Total",,,30,36,1,,,,,,,
"P O Box 98, Whangaparaoa North Shore City 0943",Coast Kindy,20188,35,30,1,,,,,,,
"P O Box 98, Whangaparaoa North Shore City 0943 Total",,,35,30,1,,,,,,,
"P O Box 97125, Manukau Auckland 2241",Super Kids Learning Centre,46408,44,39,1,,,,,,,
"P O Box 97125, Manukau Auckland 2241 Total",,,44,39,1,,,,,,,
"P O Box 97024, Manukau Auckland 2241",Equippers Kids Early Learning Centre,47479,103,130,1,,,,,,,
"P O Box 97024, Manukau Auckland 2241 Total",,,103,130,1,,,,,,,
"P O Box 96,  Taneatua",Te Rua Kopere Whare Kohungahunga,48160,14,20,1,,,,,,,
"P O Box 96,  Taneatua Total",,,14,20,1,,,,,,,
"P O Box 96,  Hawarden 7348",Sunflowers Preschool Limited,46632,30,26,1,,,,,,,
"P O Box 96,  Hawarden 7348 Total",,,30,26,1,,,,,,,
"P O Box 9445, Tauriko Tauranga 3142",Above & Beyond Education & Care,40338,55,50,1,Above and Beyond Tauriko Limited,"Colleen Fryett, Robert Fryett",,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6318549/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F6318549,,Management tied to ECE and business profile,"Colleen Fryett is management linked in ECE data. There seems to be a LTD for each childcare center, so I am going to choose one for the sake of this database build. "
"P O Box 9445, Tauriko Tauranga 3142 Total",,,55,50,1,Above and Beyond Tauriko Limited,"Colleen Fryett, Robert Fryett",,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6318549/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F6318549,,Management tied to ECE and business profile,"Colleen Fryett is management linked in ECE data. There seems to be a LTD for each childcare center, so I am going to choose one for the sake of this database build. "
"P O Box 9445, Greerton Tauranga 3142",Above & Beyond Tauriko,47481,107,97,1,Above and Beyond Tauriko Limited,"Colleen Fryett, Robert Fryett",,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6318549/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F6318549,,Management tied to ECE and business profile,"Colleen Fryett is management linked in ECE data. There seems to be a LTD for each childcare center, so I am going to choose one for the sake of this database build. "
"P O Box 9445, Greerton Tauranga 3142 Total",,,107,97,1,Above and Beyond Tauriko Limited,"Colleen Fryett, Robert Fryett",,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6318549/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F6318549,,Management tied to ECE and business profile,"Colleen Fryett is management linked in ECE data. There seems to be a LTD for each childcare center, so I am going to choose one for the sake of this database build. "
"P O Box 93311, Otahuhu Auckland 1640",The Tree House,25035,85,90,1,,,,,,,
"P O Box 93311, Otahuhu Auckland 1640 Total",,,85,90,1,,,,,,,
"P O Box 9230, Addington Christchurch 8243",Conductive Education Canterbury Inc,70350,22,16,1,,,,,,,
"P O Box 9230, Addington Christchurch 8243 Total",,,22,16,1,,,,,,,
"P O Box 91101, Wakatipu Queenstown 9439",Remarkable Start Early Learning,47374,83,76,1,,,,,,,
"P O Box 91101, Wakatipu Queenstown 9439 Total",,,83,76,1,,,,,,,
"P O Box 9034, Hamilton Waikato 3240",Four Winds Ngahau E Fa,30077,23,34,1,,,,,,,
"P O Box 9034, Hamilton Waikato 3240 Total",,,23,34,1,,,,,,,
"P O Box 9011,  Hamilton 3204",Midcity Childcare,30205,54,54,1,,,,,,,
"P O Box 9011,  Hamilton 3204 Total",,,54,54,1,,,,,,,
"P O Box 901,  Hastings 4156",Te Kāinga Pōtiki ō Pāharakeke Early Childhood Centre,46859,32,54,1,,,,,,,
"P O Box 901,  Hastings 4156 Total",,,32,54,1,,,,,,,
"P O Box 9, Reefton Christchurch 7830",Reefton Early Learning Centre,65226,29,23,1,,,,,,,
"P O Box 9, Reefton Christchurch 7830 Total",,,29,23,1,,,,,,,
"P O Box 89142, Torbay North Shore City 0742",Titoki Montessori Pre-School,20173,19,35,1,,,,,,,
"P O Box 89142, Torbay North Shore City 0742 Total",,,19,35,1,,,,,,,
"P O Box 8904,  Havelock North 4157",Royals Early Learning Centre,46996,62,60,1,,,,,,,
"P O Box 8904,  Havelock North 4157 Total",,,62,60,1,,,,,,,
"P O Box 89, Clevedon Auckland 2248",Clevedon Kidz Early Childhood Centre,25057,70,62,1,,,,,,,
"P O Box 89, Clevedon Auckland 2248 Total",,,70,62,1,,,,,,,
"P O Box 875,  Queenstown 9304",City Impact Church Queenstown Early Childhood Centre,80052,65,73,1,,,,,,,
"P O Box 875,  Queenstown 9304 Total",,,65,73,1,,,,,,,
"P O Box 8722,  Havelock North 4157",Bay Buddies Preschool,30208,29,36,1,,,,,,,
"P O Box 8722,  Havelock North 4157 Total",,,29,36,1,,,,,,,
"P O Box 8720,  Havelock North 4157",Āwhina Pēpi,48148,31,26,1,Rock My Baby Limited,"Peter Richard Maidens, Ursula Suzanne Blanche Maidens",https://rockmybabyhomebasedchildcare.com/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1814897/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F1814897,https://www.nzpost.co.nz/boxbag/BoxDirectory/Details?Id=0097d12a-5532-44eb-b46a-24cf82e3fef2&PageIndex=1&Name=Rockmybaby&City=Havelock%20North,"NZ Post lists PO Box owner as ""Rockmybaby Ltd.""",I think connected to Rock My Baby Hombased Childcare Limited. Same ownership listed as Peter Richard Maidens and Ursula Suzanne Blanche Maidens: https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/4446459/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F4446459
"P O Box 8720,  Havelock North 4157 Total",,,31,26,1,Rock My Baby Limited,"Peter Richard Maidens, Ursula Suzanne Blanche Maidens",https://rockmybabyhomebasedchildcare.com/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1814897/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F1814897,https://www.nzpost.co.nz/boxbag/BoxDirectory/Details?Id=0097d12a-5532-44eb-b46a-24cf82e3fef2&PageIndex=1&Name=Rockmybaby&City=Havelock%20North,"NZ Post lists PO Box owner as ""Rockmybaby Ltd.""",I think connected to Rock My Baby Hombased Childcare Limited. Same ownership listed as Peter Richard Maidens and Ursula Suzanne Blanche Maidens: https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/4446459/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F4446459
"P O Box 86086, Mangere East South Auckland 2158",ME Family Services - Early Childhood,25301,94,75,1,,,,,,,
"P O Box 86086, Mangere East South Auckland 2158 Total",,,94,75,1,,,,,,,
"P O Box 86027, Mangere East Auckland 2158",Akaiti Mangarongaro,10186,13,40,1,,,,,,,
"P O Box 86027, Mangere East Auckland 2158 Total",,,13,40,1,,,,,,,
"P O Box 86012, Mangere East Auckland 2158",Home Grown Education,46878,44,60,1,,,,,,,
"P O Box 86012, Mangere East Auckland 2158 Total",,,44,60,1,,,,,,,
"P O Box 85090,  Lincoln 7647",Lincoln University Early Childhood Centre,70557,41,33,1,,,,,,,
"P O Box 85090,  Lincoln 7647 Total",,,41,33,1,,,,,,,
"P O Box 85050, Mount Wellington Auckland 1545","Hand and Hand Early Learning Centre, Hamilton",47970,96,91,1,,,,,,,
"P O Box 85050, Mount Wellington Auckland 1545 Total",,,96,91,1,,,,,,,
"P O Box 85, Opunake Taranaki 4645",Opunake Communities Kindergarten Incorporated,50535,84,65,1,,,,,,,
"P O Box 85, Opunake Taranaki 4645 Total",,,84,65,1,,,,,,,
"P O Box 85, Leigh Auckland 0947",Leigh Community Pre-School Inc,20336,19,28,1,,,,,,,
"P O Box 85, Leigh Auckland 0947 Total",,,19,28,1,,,,,,,
"P O Box 84075, Westgate Auckland 0614",Leataata O Tupulaga O Le Pasefika,10289,33,50,1,,,,,,,
"P O Box 84075, Westgate Auckland 0614 Total",,,33,50,1,,,,,,,
"P O Box 84013, Westgate Waitakere 0657",Redhills Community Kindergarten Inc,20142,31,35,1,,,,,,,
"P O Box 84013, Westgate Waitakere 0657 Total",,,31,35,1,,,,,,,
"P O Box 83089, Te Atatu South Auckland 0652",Edmonton Community Kindergarten,20045,35,30,1,,,,,,,
"P O Box 83089, Te Atatu South Auckland 0652 Total",,,35,30,1,,,,,,,
"P O Box 827, Gisborne Gisborne 4040",Awapuni Early Learners,55217,39,40,1,,,,,,,
"P O Box 827, Gisborne Gisborne 4040 Total",,,39,40,1,,,,,,,
"P O Box 82172, Highland Park Auckland 2143",Trinity Kindergarten,10177,52,45,1,,,,,,,
"P O Box 82172, Highland Park Auckland 2143 Total",,,52,45,1,,,,,,,
"P O Box 8212,  Havelock North 4130",Cherry Grove Childcare and Family Centre,46865,79,110,1,,,,,,,
"P O Box 8212,  Havelock North 4130 Total",,,79,110,1,,,,,,,
"P O Box 8212,  Havelock North",Cherry Grove @ 101,47679,100,57,1,,,,,,,
"P O Box 8212,  Havelock North Total",,,100,57,1,,,,,,,
"P O Box 82, Hanmer Springs Christchurch 7334",Tree Bears Nursery and Preschool,65079,39,26,1,,,,,,,
"P O Box 82, Hanmer Springs Christchurch 7334 Total",,,39,26,1,,,,,,,
"P O Box 82, Geraldine Geraldine 7956",Geraldine Kindergarten,5471,46,50,1,,,,,,,
"P O Box 82, Geraldine Geraldine 7956 Total",,,46,50,1,,,,,,,
"P O Box 8111, Kensington Whangarei 0145",St John's Progressive Childcare,11512,74,70,1,,,,,,,
"P O Box 8111, Kensington Whangarei 0145 Total",,,74,70,1,,,,,,,
"P O Box 81, Manaia Taranaki 4641",Manaia Community Preschool,40234,24,40,1,,,,,,,
"P O Box 81, Manaia Taranaki 4641 Total",,,24,40,1,,,,,,,
"P O Box 8, Whatawhata Hamilton 3261",Little Explorers Early Learning Centre,47332,38,40,1,,,,,,,
"P O Box 8, Whatawhata Hamilton 3261 Total",,,38,40,1,,,,,,,
"P O Box 79295, Royal Heights Auckland 0656",Little Star Montessori House Of Children,20503,39,45,1,,,,,,,
"P O Box 79295, Royal Heights Auckland 0656 Total",,,39,45,1,,,,,,,
"P O Box 79, Whangaparaoa North Shore City 0943",Fame Preschool,10334,70,70,1,,,,,,,
"P O Box 79, Whangaparaoa North Shore City 0943 Total",,,70,70,1,,,,,,,
"P O Box 79,  Whangaparaoa 0943",Fame Preschool Mangawhai,48071,61,50,1,,,,,,,
"P O Box 79,  Whangaparaoa 0943 Total",,,61,50,1,,,,,,,
"P O Box 789, Masterton Masterton 5810",Cloud Kids Educare,60236,23,30,1,,,,,,,
"P O Box 789, Masterton Masterton 5810 Total",,,23,30,1,,,,,,,
"P O Box 779,  Whakatane 3158",Little Sprouts Montessori Pre-School,45014,46,40,1,,,,,,,
"P O Box 779,  Whakatane 3158 Total",,,46,40,1,,,,,,,
"P O Box 77, Westport Westport 7866",Westport Kindergarten,5408,79,96,1,,,,,,,
"P O Box 77, Westport Westport 7866 Total",,,79,96,1,,,,,,,
"P O Box 76759, Manukau Auckland 2241",Creative Minds Childcare Centre,20586,36,38,1,,,,,,,
"P O Box 76759, Manukau Auckland 2241 Total",,,36,38,1,,,,,,,
"P O Box 767, Te Puke Tauranga 3153",Giggles Te Puke Early Learning Centre,40268,43,50,1,,,,,,,
"P O Box 767, Te Puke Tauranga 3153 Total",,,43,50,1,,,,,,,
"P O Box 76561, Manukau City Auckland 2241",Nga Tamariki Puawai,46326,55,70,1,,,,,,,
"P O Box 76561, Manukau City Auckland 2241 Total",,,55,70,1,,,,,,,
"P O Box 76287, Manukau City South Auckland 2241",Little Kiwis Early Learning Centre,10330,62,100,1,,,,,,,
"P O Box 76287, Manukau City South Auckland 2241 Total",,,62,100,1,,,,,,,
"P O Box 76085, Manukau City Auckland 2241",Poetiare O Rongomai,10232,11,27,1,,,,,,,
"P O Box 76085, Manukau City Auckland 2241 Total",,,11,27,1,,,,,,,
"P O Box 75964, Manurewa Auckland 2243",Kiddy Winks Kindergarten,25019,26,30,1,,,,,,,
"P O Box 75964, Manurewa Auckland 2243 Total",,,26,30,1,,,,,,,
"P O Box 75748, Manurewa Auckland 2243",Nga Puawai o Kaikohekohe,46470,42,60,1,,,,,,,
"P O Box 75748, Manurewa Auckland 2243 Total",,,42,60,1,,,,,,,
"P O Box 75286, Manurewa Auckland 2243",St Andrews Preschool,25437,31,40,1,,,,,,,
"P O Box 75286, Manurewa Auckland 2243 Total",,,31,40,1,,,,,,,
"P O Box 7480, Newtown Wellington 6242",Capital Montessori School,60311,28,36,1,,,,,,,
"P O Box 7480, Newtown Wellington 6242 Total",,,28,36,1,,,,,,,
"P O Box 7445, Wellington South Wellington 6242",St Marks Preschool,60305,25,50,1,,,,,,,
"P O Box 7445, Wellington South Wellington 6242 Total",,,25,50,1,,,,,,,
"P O Box 7348, Wellington South Wellington 6242",Te Punanga O Te Reo Kuki Airani,60285,29,28,1,,,,,,,
"P O Box 7348, Wellington South Wellington 6242 Total",,,29,28,1,,,,,,,
"P O Box 7315,  Whanganui 4541",Funhouse Learning Centre,50021,61,50,1,,,,,,,
"P O Box 7315,  Whanganui 4541 Total",,,61,50,1,,,,,,,
"P O Box 72978, Papakura Auckland 2244",Papakura First Presbyterian Pre-School,25045,25,30,1,,,,,,,
"P O Box 72978, Papakura Auckland 2244 Total",,,25,30,1,,,,,,,
"P O Box 72499, Papakura South Auckland 2244",Great Potentials Papakura Early Learning Centre,25171,10,35,1,,,,,,,
"P O Box 72499, Papakura South Auckland 2244 Total",,,10,35,1,,,,,,,
"P O Box 7236, Christchurch Christchurch 8240",Sydenham Community Preschool,70463,48,40,1,,,,,,,
"P O Box 7236, Christchurch Christchurch 8240 Total",,,48,40,1,,,,,,,
"P O Box 72240, Papakura Auckland 2244",Tu Manu Ae Le Tu Logologo Aoga Amata,25110,22,40,1,,,,,,,
"P O Box 72240, Papakura Auckland 2244 Total",,,22,40,1,,,,,,,
"P O Box 72225, Papakura South Auckland 2244",Little Sunbeams Christian Early Childhood Centre,20089,29,30,1,,,,,,,
"P O Box 72225, Papakura South Auckland 2244 Total",,,29,30,1,,,,,,,
"P O Box 72002, Papakura Auckland 2110",Adventureland Early Learning Centre,45205,54,60,1,,,,,,,
"P O Box 72002, Papakura Auckland 2110 Total",,,54,60,1,,,,,,,
"P O Box 72002,  Papakura 2110",Little Buddies Learning Centre,45947,33,53,1,,,,,,,
"P O Box 72002,  Papakura 2110 Total",,,33,53,1,,,,,,,
"P O Box 72,  Ahipara 0449",Ahipara Sandhoppers Early Childhood,11530,42,61,1,,,,,,,
"P O Box 72,  Ahipara 0449 Total",,,42,61,1,,,,,,,
"P O Box 7178, Taradale Napier 4112",The DEN: Discover Education in Nature,47593,68,65,1,,,,,,,
"P O Box 7178, Taradale Napier 4112 Total",,,68,65,1,,,,,,,
"P O Box 7141, Pioneer Highway Manawatu 4443",Te Aroha Noa Early Childhood Centre,50074,40,45,1,,,,,,,
"P O Box 7141, Pioneer Highway Manawatu 4443 Total",,,40,45,1,,,,,,,
"P O Box 714,  Thames 3540",Pukekos Educare Thames,34089,41,44,1,,,,,,,
"P O Box 714,  Thames 3540 Total",,,41,44,1,,,,,,,
"P O Box 7132, Rotorua Mail Centre Rotorua 3042",Eastern Suburbs Pre-School Inc,40095,27,35,1,,,,,,,
"P O Box 7132, Rotorua Mail Centre Rotorua 3042 Total",,,27,35,1,,,,,,,
"P O Box 7096, Pioneer Highway Palmerston North 4443",Te Reanga Childcare Centre,52526,34,39,1,,,,,,,
"P O Box 7096, Pioneer Highway Palmerston North 4443 Total",,,34,39,1,,,,,,,
"P O Box 7057, Te Ngae Rotorua 3042",Te Puna Reo o Puawai,46705,31,40,1,,,,,,,
"P O Box 7057, Te Ngae Rotorua 3042 Total",,,31,40,1,,,,,,,
"P O Box 7044, Te Ngae Rotorua 3042",Te Whare Whitinga o te Rā,47017,54,72,1,,,,,,,
"P O Box 7044, Te Ngae Rotorua 3042 Total",,,54,72,1,,,,,,,
"P O Box 702, Orewa Auckland 0946",Early Adventures,46043,37,34,1,,,,,,,
"P O Box 702, Orewa Auckland 0946 Total",,,37,34,1,,,,,,,
"P O Box 69259, Lincoln Christchurch 7608",Giggles and Scribbles Early Learning Centre Limited,46769,94,75,1,,,,,,,
"P O Box 69259, Lincoln Christchurch 7608 Total",,,94,75,1,,,,,,,
"P O Box 69185, Lincoln Christchurch 7640",Whippersnappers Early Learning Centre,45864,84,80,1,,,,,,,
"P O Box 69185, Lincoln Christchurch 7640 Total",,,84,80,1,,,,,,,
"P O Box 691,  Pukekohe 2340",Little Minds Early Learning Centre,47796,84,83,1,,,,,,,
"P O Box 691,  Pukekohe 2340 Total",,,84,83,1,,,,,,,
"P O Box 680,  Kerikeri 0245",Oromahoe Kindergarten,45935,26,30,1,,,,,,,
"P O Box 680,  Kerikeri 0245 Total",,,26,30,1,,,,,,,
"P O Box 67013, Epsom Auckland 1023",Te Puna Kōhungahunga Mana Motuhake,48257,0,40,1,,,,,,,
"P O Box 67013, Epsom Auckland 1023 Total",,,0,40,1,,,,,,,
"P O Box 67,  Otorohanga 3900",Happy Sprouts Hamilton Limited,48168,12,40,1,,,,,,,
"P O Box 67,  Otorohanga 3900 Total",,,12,40,1,,,,,,,
"P O Box 665, Waikato Mail Centre Hamilton 3240",Iqra Educare,46455,27,30,1,,,,,,,
"P O Box 665, Waikato Mail Centre Hamilton 3240 Total",,,27,30,1,,,,,,,
"P O Box 65235, Mairangi Bay Auckland 0754",Summerfield Early Learning Centre,10022,223,130,1,,,,,,,
"P O Box 65235, Mairangi Bay Auckland 0754 Total",,,223,130,1,,,,,,,
"P O Box 6410, Mount Cook Wellington 6011",Elim International Kids Early Childhood Centre,60108,28,31,1,,,,,,,
"P O Box 6410, Mount Cook Wellington 6011 Total",,,28,31,1,,,,,,,
"P O Box 64015, Botany Downs North South Auckland 2142",Treetops ELC Botany,10240,68,80,1,,,,,,,
"P O Box 64015, Botany Downs North South Auckland 2142 Total",,,68,80,1,,,,,,,
"P O Box 640, Gisborne Gisborne 4040",Manaaki Tamariki Childcare and Education Centre,55324,40,45,1,,,,,,,
"P O Box 640, Gisborne Gisborne 4040 Total",,,40,45,1,,,,,,,
"P O Box 630,  Tokoroa 3444",Tokoroa Childcare Centre,34068,32,47,1,,,,,,,
"P O Box 630,  Tokoroa 3444 Total",,,32,47,1,,,,,,,
"P O Box 622,  Whanganui 4500",YMCA Community Early Years Learning Centre,46853,52,59,1,,,,,,,
"P O Box 622,  Whanganui 4500 Total",,,52,59,1,,,,,,,
"P O Box 61170, Otara South Auckland 2159",Otara Community Preschool,25283,16,100,1,,,,,,,
"P O Box 61170, Otara South Auckland 2159 Total",,,16,100,1,,,,,,,
"P O Box 61122, Otara Auckland 2023",Fatamanu Aoga Niue Early Learning Centre,46910,22,50,1,,,,,,,
"P O Box 61122, Otara Auckland 2023 Total",,,22,50,1,,,,,,,
"P O Box 61089, Auckland City Auckland 2159",Sara Petesa A'oga Amata,10170,13,25,1,,,,,,,
"P O Box 61089, Auckland City Auckland 2159 Total",,,13,25,1,,,,,,,
"P O Box 61037, Otara Auckland 2159",Wymondley Early Learning Centre,45322,26,50,1,,,,,,,
"P O Box 61037, Otara Auckland 2159 Total",,,26,50,1,,,,,,,
"P O Box 61025, Otara Auckland 2159",St John The Evangelist Preschool,25060,7,35,1,,,,,,,
"P O Box 61025, Otara Auckland 2159 Total",,,7,35,1,,,,,,,
"P O Box 6056, Tauranga Tauranga 3146",Shalom Kindergarten,40046,49,50,1,,,,,,,
"P O Box 6056, Tauranga Tauranga 3146 Total",,,49,50,1,,,,,,,
"P O Box 60266, Titirangi Auckland 0642",Titirangi Rudolf Steiner Kindergarten 1,20495,51,81,1,,,,,,,
"P O Box 60266, Titirangi Auckland 0642 Total",,,51,81,1,,,,,,,
"P O Box 594,  Whangaparaoa 0943",Creative Kids,20186,59,59,1,,,,,,,
"P O Box 594,  Whangaparaoa 0943 Total",,,59,59,1,,,,,,,
"P O Box 59095, Mangere Bridge South Auckland 2151",Tamariki Takitumu Punanga Reo,25106,22,30,1,,,,,,,
"P O Box 59095, Mangere Bridge South Auckland 2151 Total",,,22,30,1,,,,,,,
"P O Box 58982, Botany Auckland 2163",Waipuna Preschool Centre,20182,28,29,1,,,,,,,
"P O Box 58982, Botany Auckland 2163 Total",,,28,29,1,,,,,,,
"P O Box 58827, Botany Auckland 2163",Dandy & Lion House,47635,39,53,1,,,,,,,
"P O Box 58827, Botany Auckland 2163 Total",,,39,53,1,,,,,,,
"P O Box 588,  Waiheke Island 1081",Piritahi Childcare,46733,29,27,1,,,,,,,
"P O Box 588,  Waiheke Island 1081 Total",,,29,27,1,,,,,,,
"P O Box 58036, Whitby Porirua 5024",Mana Montessori Preschool Inc,60277,47,50,1,,,,,,,
"P O Box 58036, Whitby Porirua 5024 Total",,,47,50,1,,,,,,,
"P O Box 57200, Mana Wellington 5247",Sand Dunes Quality Early learning Centre,60064,105,95,1,,,,,,,
"P O Box 57200, Mana Wellington 5247 Total",,,105,95,1,,,,,,,
"P O Box 569,  Rangiora 7440",Shirley First Learners,70554,31,39,1,,,,,,,
"P O Box 569,  Rangiora 7440 Total",,,31,39,1,,,,,,,
"P O Box 562, Te Hapara Gisborne 4040",Pohutukawa 1 - Quality,30300,27,75,1,,,,,,,
"P O Box 562, Te Hapara Gisborne 4040 Total",,,27,75,1,,,,,,,
"P O Box 562, Gisborne Central Gisborne 4040",Rewanui Early Learning Centre,55363,61,50,1,,,,,,,
"P O Box 562, Gisborne Central Gisborne 4040 Total",,,61,50,1,,,,,,,
"P O Box 553,  Masterton 5840",Makoura Early Learning Centre,60196,40,50,1,,,,,,,
"P O Box 553,  Masterton 5840 Total",,,40,50,1,,,,,,,
"P O Box 5510, Manawatu Mail Centre Manawatu 4441",Nga Rito o Te Puawaitanga Early Childhood Centre,50088,32,37,1,,,,,,,
"P O Box 5510, Manawatu Mail Centre Manawatu 4441 Total",,,32,37,1,,,,,,,
