service_number,service_name,telephone,email,service_address,street,suburb,town_city,service_type,definition,authority,x20_hours_ece,kme_peak_body,takiwa,equity_index_eqi,territorial_authority,urban_rural,regional_council,education_region,general_electorate,maori_electorate,neighbourhood_sa2_code,neighbourhood_sa2,ward,management_contact_name,full_management_address,management_postal_address,management_postal_suburb,management_postal_city,management_contact_phone,community_of_learning_id,community_of_learning_name,latitude,longitude,max_licenced_positions,max_under_2_s,age_0,age_1,age_2,age_3,age_4,age_5,total,european_pakeha,maori,pacific,asian,other
47672,Buttercups Preschool - Dallington,03-925 8930,,"21 Coopers Road, Dallington Christchurch",21 Coopers Road,Dallington,Christchurch,Education & Care Service,,Privately owned,Yes,,Te Tai Runga,EQI > 5,Christchurch City,Major urban area,Canterbury Region,"Canterbury,Chatham Islands",Christchurch East,Te Tai Tonga,326500,Dallington,Burwood Ward,Sarah Corkin,"109 Centaurus Road, Huntsbury Christchurch 8022",109 Centaurus Road,Huntsbury,Christchurch 8022,03-3322746,99175,Ōtākaro Community of Learning,-43.51042814,172.668124,50,14,3,13,13,9,11,2,51,48,6,2,3,1
47673,Hand and Hand Early Learning Centre - Hobsonville,021-960909,,"44 Hobsonville Road, West Harbour Auckland",44 Hobsonville Road,West Harbour,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Henderson-Massey,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Upper Harbour,Te Tai Tokerau,119800,West Harbour West,Waitakere Ward,Mengmeng (Mel) Zhu,"90 Michaels Avenue, Ellerslie Auckland 1051",90 Michaels Avenue,Ellerslie,Auckland 1051,021-02380338,,,-36.8165339,174.621983,54,10,1,9,15,20,14,1,60,31,4,7,31,1
47675,Te Korowai Early Learning Centre,,,"13 Coles Place, Manurewa Auckland",13 Coles Place,Manurewa,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI 3,Auckland - Manurewa,Major urban area,Auckland Region,Tāmaki Herenga Waka,Manurewa,Tamaki Makaurau,160600,Leabank,Manurewa-Papakura Ward,Aqsa Mohsan,"18 Castellina Drive,  Papakura 2113",18 Castellina Drive,,Papakura 2113,,,,-37.02937422,174.8871935,50,0,0,0,22,27,16,0,65,0,14,26,36,1
47677,Childz Choice Preschool,09-6009131,childzchoice@gmail.com,"36 Reding Street, Takanini Auckland",36 Reding Street,Takanini,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI 3,Auckland - Papakura,Major urban area,Auckland Region,Tāmaki Herenga Waka,Takanini,Tamaki Makaurau,162000,Takanini West,Manurewa-Papakura Ward,Payal Gupra,"70 Takanini School Road, Takanini Auckland 2112",70 Takanini School Road,Takanini,Auckland 2112,,,,-37.03634178,174.9210408,35,0,0,0,13,10,10,1,34,0,0,2,33,0
47678,Nurtured At Home - Taranaki 3,0800-221177,,"207 Gill Street, Strandon New Plymouth",207 Gill Street,Strandon,New Plymouth,Homebased Network,,Privately owned,Yes,,Te Tai Whenua,EQI 4,New Plymouth District,Large urban area,Taranaki Region,"Taranaki,Whanganui,Manawatū",New Plymouth,Te Tai Hauauru,217300,Strandon,New Plymouth City Ward,Kay Moffat,"PO Box 13334, Tauranga Central Tauranga 3141",PO Box 13334,Tauranga Central,Tauranga 3141,0800-221177,,,-39.05227204,174.087961,50,40,1,2,3,0,1,0,7,2,2,1,0,5
47679,Cherry Grove @ 101,06-8774488,enquiries@cherrygrove.co.nz,"101 Napier Road,  Havelock North",101 Napier Road,,Havelock North,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI > 5,Hastings District,Medium urban area,Hawke's Bay Region,"Hawke's Bay,Tairāwhiti",Tukituki,Ikaroa-Rawhiti,211500,Karanema-St Hill,Hastings-Havelock North Ward,Brendon Dawson,"P O Box 8212,  Havelock North",P O Box 8212,,Havelock North,027-5646414,99022,Havelock North Community of Learning,-39.66319117,176.8831572,57,28,28,25,13,8,26,0,100,83,27,2,3,2
47680,Ellerton Preschool,09-2813203,ellertonps@outlook.com,"22 Ellerton Road, Mount Eden Auckland",22 Ellerton Road,Mount Eden,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Albert-Eden,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Mt Roskill,Tamaki Makaurau,139300,Maungawhau,Albert-Eden-Roskill Ward,Enu Chung,"2303/3 Northcroft Street, Takapuna Auckland 0622",2303/3 Northcroft Street,Takapuna,Auckland 0622,,,,-36.892882,174.7565199,20,0,0,0,4,3,4,2,13,6,0,1,9,0
47681,Kindercare Learning Centres - Auckland CBD (Preschool),09-6005924,customspreschool@kindercare.co.nz,"29 Customs Street - Level 2, Auckland CBD Auckland",29 Customs Street - Level 2,Auckland CBD,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Waitemata,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Auckland Central,Tamaki Makaurau,133300,Quay Street-Customs Street,Waitemata and Gulf Ward,Roseanne Way,"60 Greville Road, Pinehill Auckland 0632",60 Greville Road,Pinehill,Auckland 0632,09-479 9922,,,-36.84385413,174.7648467,80,0,0,0,10,20,23,6,59,29,5,4,28,5
47687,Magnolia Montessori Ltd,027-5360492,admin@cmps.co.nz,"22A Taylor Street,  Cambridge",22A Taylor Street,,Cambridge,Education & Care Service,Montessori,Privately owned,Yes,,Te Tai Whenua,EQI > 5,Waipa District,Medium urban area,Waikato Region,Waikato,Taupo,Hauraki-Waikato,182700,Cambridge West,Cambridge Ward,Patricia Thompson,"22a Taylor Street,  Cambridge 3434",22a Taylor Street,,Cambridge 3434,027-4281653,,,-37.88129941,175.4594632,20,15,0,14,1,0,0,0,15,15,1,1,2,0
47688,Star Educare,,lodha.rrajul@gmail.com,"98 East Tamaki Road, Papatoetoe Auckland",98 East Tamaki Road,Papatoetoe,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI 3,Auckland - Otara-Papatoetoe,Major urban area,Auckland Region,Tāmaki Herenga Waka,Panmure-Otahuhu,Tamaki Makaurau,154100,Dingwall,Manukau Ward,Rajul Kothari,"10 Mission Heights Drive, Flat Bush Auckland 2016",10 Mission Heights Drive,Flat Bush,Auckland 2016,,,,-36.96570705,174.8651401,55,15,4,6,13,16,16,3,58,5,5,12,47,0
47689,BestStart Kauri Flats,09-5582336,kauriflats@best-start.org,"15 Castlepoint Avenue, Takanini Auckland",15 Castlepoint Avenue,Takanini,Auckland,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Papakura,Major urban area,Auckland Region,Tāmaki Herenga Waka,Takanini,Tamaki Makaurau,162100,Takanini South,Manurewa-Papakura Ward,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,,,-37.04220331,174.9502951,99,20,1,14,30,23,45,3,116,9,5,11,95,9
47690,Discovery Junction Styx Mill Ltd,03-3590091,info.styx@discoveryjunction.co.nz,"139 Styx Mill Road, Casebrook Christchurch",139 Styx Mill Road,Casebrook,Christchurch,Education & Care Service,Reggio Emilia,Privately owned,Yes,,Te Tai Runga,EQI > 5,Christchurch City,Major urban area,Canterbury Region,"Canterbury,Chatham Islands",Waimakariri,Te Tai Tonga,317600,Regents Park,Harewood Ward,Nadeine Manderson,"139 Styx Mill Road, Casebrook Christchurch 8051",139 Styx Mill Road,Casebrook,Christchurch 8051,03-359 0091,,,-43.46782337,172.6058473,80,20,2,16,16,17,19,1,71,68,6,3,4,0
47692,Tui Early Learners,06-280 2622,,"5 Lytton Street,  Feilding",5 Lytton Street,,Feilding,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI > 5,Manawatu District,Medium urban area,Manawatu-Wanganui Region,"Taranaki,Whanganui,Manawatū",Rangitikei,Te Tai Hauauru,228300,Kimbolton West,Feilding Ward,Deborah Pedersen,"16b Osborne Tce,  Feilding 4702",16b Osborne Tce,,Feilding 4702,06-280 2615,99134,Te Kāhui Ako o Kawakawa,-40.2190736,175.5773283,90,26,4,12,23,18,34,1,92,76,26,7,9,0
47693,Trend Tots,021-965 594,info@trendtots.co.nz,"28A Royston Street, Papakura East Auckland",28A Royston Street,Papakura East,Auckland,Homebased Network,,Privately owned,Yes,,Te Tai Raro,EQI 4,Auckland - Papakura,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Papakura,Hauraki-Waikato,163700,Rosehill,Manurewa-Papakura Ward,Faizal Muhammad,"P O Box 76633, Manukau Auckland 2241",P O Box 76633,Manukau,Auckland 2241,,,,-37.07768875,174.9405268,50,50,4,8,6,6,10,2,36,0,0,4,32,0
47694,Piccolo Park Mt Richmond,09-2170665,admin@piccolopark.co.nz,"576 Mount Wellington Highway, Mt Wellington Auckland",576 Mount Wellington Highway,Mt Wellington,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI 3,Auckland - Maungakiekie-Tamaki,Major urban area,Auckland Region,Tāmaki Herenga Waka,Panmure-Otahuhu,Tamaki Makaurau,149100,Mount Wellington South West,Maungakiekie-Tamaki Ward,Narisa Daud,"P O Box 132222, Sylvia Park Auckland 1644",P O Box 132222,Sylvia Park,Auckland 1644,,,,-36.92782941,174.8427353,56,15,4,8,12,12,10,1,47,9,9,11,31,4
47695,Educare Albert St,09-2380662,albertst@educare.co.nz,"6-8 Albert Street, Pukekohe West Auckland",6-8 Albert Street,Pukekohe West,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Franklin,Medium urban area,Auckland Region,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,165300,Pukekohe North West,Franklin Ward,Joanna Brown,"3 Grey Street, Regent Whangarei 0112",3 Grey Street,Regent,Whangarei 0112,,,,-37.19800526,174.9025222,85,25,1,3,9,9,15,1,38,10,4,3,24,0
47696,Three Little Birds - Hikurangi,09- 988 9840,mon@threelittlebirds.co.nz,"2A George Street,  Hikurangi",2A George Street,,Hikurangi,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI 3,Whangarei District,Small urban area,Northland Region,Tai Tokerau,Whangarei,Te Tai Tokerau,105200,Hikurangi,Hikurangi-Coastal Ward,Simone Belton,"P O Box 7063, Tikipunga Whangarei 0144",P O Box 7063,Tikipunga,Whangarei 0144,,,,-35.5987294,174.2880252,25,0,0,0,7,8,4,1,20,9,18,2,0,1
47700,Millie's House - Armagh St,03-3650095,,"The Old Courthouse 85 Armagh Street, Christchurch Christchurch",The Old Courthouse 85 Armagh Street,Christchurch,Christchurch,Education & Care Service,,Privately owned,Yes,,Te Tai Runga,EQI > 5,Christchurch City,Major urban area,Canterbury Region,"Canterbury,Chatham Islands",Christchurch Central,Te Tai Tonga,326600,Christchurch Central,Central Ward,Richard Blackwood,"The Old Courthouse 85 Armagh Street, Christchurch Central Christchurch",The Old Courthouse 85 Armagh Street,Christchurch Central,Christchurch,,99215,Te Taura Here o Ōtautahi Kāhui Ako,-43.52859266,172.6342061,100,42,6,25,19,19,9,0,78,66,10,3,17,4
47701,Omaka Early Learning Centre,03-579 5629,,"25 Spitfire Drive,  Blenheim",25 Spitfire Drive,,Blenheim,Education & Care Service,,Privately owned,Yes,,Te Tai Runga,EQI > 5,Marlborough District,Rural other,Marlborough Region,"Nelson,Marlborough,West Coast",Kaikoura,Te Tai Tonga,307300,Woodbourne,Wairau-Awatere Ward,Megan Stevens,"3  Brydon Street,  Renwick 7201",3  Brydon Street,,Renwick 7201,,,,-41.53174568,173.9302686,80,27,7,23,27,16,19,1,93,64,15,2,9,17
47703,Greerton Early Learning Centre,07-5776105,,"1 Emmett Street,  Tauranga",1 Emmett Street,,Tauranga,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI > 5,Tauranga City,Major urban area,Bay of Plenty Region,"Bay of Plenty,Waiariki",Tauranga,Waiariki,195200,Greerton North,Te Papa-Welcome Bay Ward,Clara Sands,"74B Oliver Road RD 1,  Tauranga 3171",74B Oliver Road RD 1,,Tauranga 3171,07-5776105,99085,Tauranga Peninsula Kāhui Ako,-37.72831969,176.1343233,56,16,0,0,10,19,15,2,46,41,9,2,5,0
47704,Te Kōhanga Reo o Te Puawaitanga o Te Pito Mata,06-8706005,tkr116118@gmail.com,"904 Freyberg Street, Raureka Hastings",904 Freyberg Street,Raureka,Hastings,Te Kōhanga Reo,,Community based,Yes,Te Kōhanga Reo National Trust,Te Tai Whenua,EQI 2,Hastings District,Large urban area,Hawke's Bay Region,"Hawke's Bay,Tairāwhiti",Tukituki,Ikaroa-Rawhiti,210300,Raceway Park,Hastings-Havelock North Ward,Heke Turoa Huata,"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",P O Box 38741,Wellington Mail Centre,Lower Hutt 5045,06-8703220,,,-39.64873075,176.8298152,25,5,0,1,5,4,8,0,18,0,18,0,0,0
47705,Red Robin Nanny Agency 2,,mcerleanandrea@gmail.com,"161A Point Chevalier Rd, Point Chevalier Auckland",161A Point Chevalier Rd,Point Chevalier,Auckland,Homebased Network,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Albert-Eden,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Mt Albert,Tamaki Makaurau,129900,Point Chevalier East,Albert-Eden-Roskill Ward,Andrea  McErlean,"161A Point Chevalier Road,  Auckland 1022",161A Point Chevalier Road,,Auckland 1022,,,,-36.86544842,174.7068395,80,80,4,15,10,5,4,0,38,37,6,1,1,0
47706,BestStart Cambridge,07-2810819,,"55-57 Shakespeare Street, Leamington Cambridge",55-57 Shakespeare Street,Leamington,Cambridge,Education & Care Service,,Community based,Yes,,Te Tai Whenua,EQI > 5,Waipa District,Medium urban area,Waikato Region,Waikato,Taupo,Hauraki-Waikato,183500,Leamington West,Cambridge Ward,Julie Bradley,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,07-000,,,-37.90004448,175.4780368,60,12,3,8,14,21,12,1,59,47,14,1,6,3
47707,Penguins School of Early Learning 2,09-5374970,,"197 Whitford Road, Howick Auckland",197 Whitford Road,Howick,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Botany,Tamaki Makaurau,154700,Botany North,Howick Ward,Clarence Van der Wel,"P O Box 6199, Wellesley Street Auckland 1141",P O Box 6199,Wellesley Street,Auckland 1141,09-360440,,,-36.92101346,174.9312348,50,0,0,0,0,1,19,2,22,4,1,0,16,2
47708,Daisies Early Education and Care Centre,06-461 6013,,"3 Earp Street, Johnsonville Wellington",3 Earp Street,Johnsonville,Wellington,Education & Care Service,,Privately owned,Yes,,Te Tai Runga,EQI > 5,Wellington City,Major urban area,Wellington Region,Wellington,Ohariu,Te Tai Tonga,248600,Johnsonville North,Northern Ward,Linda Meade,"5 Earp Street, Johnsonville Wellington 6037",5 Earp Street,Johnsonville,Wellington 6037,04-470 3783,,,-41.22154544,174.8030051,30,0,0,0,3,10,16,1,30,18,1,1,13,3
47709,Bear Park Hobsonville Point,,,"172 - 190 Buckley Avenue, Hobsonville Auckland",172 - 190 Buckley Avenue,Hobsonville,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Upper Harbour,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Upper Harbour,Te Tai Tokerau,120200,Hobsonville Point,Albany Ward,Leigh Reddish,"P O Box 99696, Newmarket Auckland 1149",P O Box 99696,Newmarket,Auckland 1149,09-5204060,,,-36.78710134,174.6653324,75,25,2,14,18,6,17,1,58,50,6,0,7,6
47710,Little Seed Early Learning Centre,09-576 0795,,"27 Ben Lomond Crescent, Pakuranga Auckland",27 Ben Lomond Crescent,Pakuranga,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Pakuranga,Tamaki Makaurau,150700,Pakuranga Heights East,Howick Ward,Zhenfeng Zhao,"42 Reelick Avenue, Pakuranga Auckland 2010",42 Reelick Avenue,Pakuranga,Auckland 2010,,,,-36.91496579,174.8991067,43,20,3,12,13,7,6,0,41,29,3,5,8,5
47711,Marsden Childcare Centre,,,"5 Waiwarawara Drive East,  Ruakaka",5 Waiwarawara Drive East,,Ruakaka,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Whangarei District,Small urban area,Northland Region,Tai Tokerau,Whangarei,Te Tai Tokerau,108800,Ruakaka,Bream Bay Ward,Leanne Berkers,"12 Kowi Lakes Drive,  One Tree Point 0118",12 Kowi Lakes Drive,,One Tree Point 0118,,,,-35.86438142,174.4403776,80,20,6,18,22,24,13,1,84,79,28,5,1,4
47714,Our Kids Early Learning Centre - Mataki Way,,anita@ourkidsearlylearning.co.nz,"3 Mataki Way, Glen Eden Auckland",3 Mataki Way,Glen Eden,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Waitakere Ranges,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Kelston,Tamaki Makaurau,131500,Glen Eden Central,Waitakere Ward,Anita  Kumar,"15 Matau Rise, Te Atatu Peninsula Auckland 0610",15 Matau Rise,Te Atatu Peninsula,Auckland 0610,09-8343447,,,-36.91800393,174.6570005,60,18,1,17,17,18,6,1,60,43,7,5,15,2
47715,Nurtured at Home - Wellington 3,0800-221177,,"6 Jarden Mile,  Wellington",6 Jarden Mile,,Wellington,Homebased Network,,Privately owned,Yes,,Te Tai Runga,EQI > 5,Wellington City,Major urban area,Wellington Region,Wellington,Ohariu,Te Tai Tonga,249700,Newlands South,Onslow-Western Ward,Kate Precey,"P O Box 12375, Chartwell Hamilton 3248",P O Box 12375,Chartwell,Hamilton 3248,,,,-41.24697666,174.8121905,80,80,7,16,16,12,6,0,57,42,10,6,9,9
47716,Muddy Toes Early Learning Centre,09-4211842,rochannaw@gmail.com,"42 Glenelg Road,  Red Beach",42 Glenelg Road,,Red Beach,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Hibiscus and Bays,Large urban area,Auckland Region,Tāmaki Herenga Tāngata,Whangaparaoa,Te Tai Tokerau,114000,Red Beach East,Albany Ward,Rochanna Weston,"42 Glenelg Road, Red Beach Whangaparoa 0932",42 Glenelg Road,Red Beach,Whangaparoa 0932,,,,-36.6100835,174.7134269,15,5,2,4,2,5,6,1,20,20,2,1,0,3
47720,Future Stars Early Learning Centre,09-2000786,info@futurestarselc.co.nz,"66 Archibald Road, Kelston Auckland",66 Archibald Road,Kelston,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI 3,Auckland - Whau,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Kelston,Tamaki Makaurau,131000,Kelston South,Whau Ward,Fauziah Fauziah,"16 Kora Ave, Ranui Auckland 0602",16 Kora Ave,Ranui,Auckland 0602,,,,-36.90165616,174.6656641,42,8,0,7,6,7,14,1,35,5,7,11,19,2
47722,Mountaineers Childcare & Education,,,"1375 McClure Street,  Pirongia",1375 McClure Street,,Pirongia,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI > 5,Waipa District,Rural settlement,Waikato Region,Waikato,Taranaki-King Country,Hauraki-Waikato,181900,Pirongia,Pirongia Ward,Lorraine Phillips,"1375 McClure Street RD 6,  Pirongia 3876",1375 McClure Street RD 6,,Pirongia 3876,,,,-37.9993264,175.2051611,50,20,4,6,10,15,13,1,49,43,14,3,0,2
47724,The Redwoods Country Kindergarten,021-1939454,admin@theredwoodskindergarten.co.nz,"346 Tukapa Street, Hurdon New Plymouth",346 Tukapa Street,Hurdon,New Plymouth,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI > 5,New Plymouth District,Large urban area,Taranaki Region,"Taranaki,Whanganui,Manawatū",New Plymouth,Te Tai Hauauru,217900,Hurdon,New Plymouth City Ward,Janis Forsythe,"346 Tukapa Street RD 1, Hurdon New Plymouth 4371",346 Tukapa Street RD 1,Hurdon,New Plymouth 4371,06-7538010,,,-39.09006743,174.0545604,27,0,0,0,0,13,20,0,33,30,6,0,0,0
47725,BestStart Barrington,03-9262948,,"46 Bewdley Street, Spreydon Christchurch",46 Bewdley Street,Spreydon,Christchurch,Education & Care Service,,Community based,Yes,,Te Tai Runga,EQI > 5,Christchurch City,Major urban area,Canterbury Region,"Canterbury,Chatham Islands",Wigram,Te Tai Tonga,326900,Spreydon West,Spreydon Ward,Shanna Proctor,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,,,-43.552139,172.6127578,115,25,2,28,31,29,41,2,133,88,25,6,33,19
47726,Little Geckos Childcare Centre,09-459 1860,c.vandernet@kieter.co.nz,"11 Deveron Street, Regent Whangarei",11 Deveron Street,Regent,Whangarei,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Whangarei District,Large urban area,Northland Region,Tai Tokerau,Whangarei,Te Tai Tokerau,106600,Kensington (Whangarei District),Okara Ward,Cherie van der Net,"P O Box 40581, Glenfield Auckland 0747",P O Box 40581,Glenfield,Auckland 0747,,,,-35.71368672,174.3252367,19,19,3,20,0,0,0,0,23,20,6,1,2,1
47728,St Peter's Anglican Preschool,03-3485608,lizo@mcctrust.nz,"25 Yaldhurst Road, Upper Riccarton Christchurch",25 Yaldhurst Road,Upper Riccarton,Christchurch,Education & Care Service,,Community based,Yes,,Te Tai Runga,EQI > 5,Christchurch City,Major urban area,Canterbury Region,"Canterbury,Chatham Islands",Wigram,Te Tai Tonga,321000,Sockburn North,Riccarton Ward,Elizabeth Orr,"30 Hilltop Road, Flat Bush Manukau 2023",30 Hilltop Road,Flat Bush,Manukau 2023,03-3485608,,,-43.53116939,172.5689414,44,8,0,3,10,9,23,1,46,11,2,3,32,3
47729,Tauriko Tots,07-5433990,,"204 Taurikura Drive, Tauriko Tauranga",204 Taurikura Drive,Tauriko,Tauranga,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI > 5,Tauranga City,Major urban area,Bay of Plenty Region,"Bay of Plenty,Waiariki",Bay of Plenty,Waiariki,194500,Tauriko,Otumoetai-Pyes Pa Ward,Michelle Patrickson,"16 Galloway Crescent, Pyes Pa Tauranga 3112",16 Galloway Crescent,Pyes Pa,Tauranga 3112,027-4336963,,,-37.75083842,176.0971,51,15,2,10,14,9,19,3,57,29,13,4,15,3
47730,Kindercare Learning Centres - Paraparaumu,04-2604730,paraparaumu@kindercare.co.nz,"1 Hudson Place, Paraparaumu Central Paraparaumu",1 Hudson Place,Paraparaumu Central,Paraparaumu,Education & Care Service,,Privately owned,Yes,,Te Tai Runga,EQI > 5,Kapiti Coast District,Medium urban area,Wellington Region,Wellington,Otaki,Te Tai Hauauru,237500,Paraparaumu North,Paraparaumu Ward,Paula Martin,"60 Greville Road, Pinehill Auckland 0632",60 Greville Road,Pinehill,Auckland 0632,,,,-40.89256312,175.0063107,110,35,8,25,39,25,40,0,137,127,20,10,10,12
47731,Havelock North Early Learning Centre,06-8774656,lmeducation2019@gmail.com,"12 Campbell Street,  Havelock North",12 Campbell Street,,Havelock North,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI > 5,Hastings District,Medium urban area,Hawke's Bay Region,"Hawke's Bay,Tairāwhiti",Tukituki,Ikaroa-Rawhiti,211800,Iona,Hastings-Havelock North Ward,Michelle Edwards,"818 Cook Place, Raureka Hastings 4120",818 Cook Place,Raureka,Hastings 4120,027-4767102,99022,Havelock North Community of Learning,-39.6717566,176.8798364,60,10,0,3,5,8,8,1,25,23,8,0,5,0
47732,Tamariki Ei Tiare Punanga Reo,09-2560067,,"36 Lyncroft Street, Mangere East Auckland",36 Lyncroft Street,Mangere East,Auckland,Education & Care Service,Māori ECE Service (excluding TKR),Community based,Yes,,Te Tai Raro,EQI 1,Auckland - Mangere-Otahuhu,Major urban area,Auckland Region,Tāmaki Herenga Waka,Mangere,Tamaki Makaurau,151200,Harania South,Manukau Ward,Dorothy Ram,"P O Box 76085, Manukau Auckland 2241",P O Box 76085,Manukau,Auckland 2241,09-2560067,,,-36.9655693,174.8111918,40,10,0,8,3,9,6,0,26,1,2,26,5,0
47733,Rockmybaby Homebased,021-582820,sharni@rockmybaby.co.nz,"12a Russell St,  Feilding",12a Russell St,,Feilding,Homebased Network,,Privately owned,Yes,,Te Tai Whenua,EQI > 5,Manawatu District,Medium urban area,Manawatu-Wanganui Region,"Taranaki,Whanganui,Manawatū",Rangitikei,Te Tai Hauauru,228400,Feilding Central,Feilding Ward,Claire Webb,"P O Box 8720, Havelock North Hawkes Bay 4157",P O Box 8720,Havelock North,Hawkes Bay 4157,021-588818,,,-40.22963046,175.5697437,50,30,3,7,9,7,5,0,31,29,12,1,2,1
47734,Central Kids Kindergartens - Kinloch,,,"C/o Kinloch Community Hall 14 Mata Place,  Kinloch-Taupo",C/o Kinloch Community Hall 14 Mata Place,,Kinloch-Taupo,Free Kindergarten,,Community based,Yes,,Te Tai Whenua,EQI > 5,Taupo District,Rural settlement,Waikato Region,"Bay of Plenty,Waiariki",Taupo,Waiariki,188000,Mapara,Taupo-Kaingaroa Ward,Gail Pierce,"P O Box 341,  Putaruru 3443",P O Box 341,,Putaruru 3443,,99020,Taupō Community of Schools,-38.6612371,175.9208859,20,0,0,0,1,7,9,0,17,15,5,0,0,2
47735,Ngā Kāinga Tupu o Ngāti Kahu,,,"2 Blencowe Street,  Kaitaia",2 Blencowe Street,,Kaitaia,Homebased Network,,Privately owned,Yes,,Te Tai Raro,EQI 2,Far North District,Small urban area,Northland Region,Tai Tokerau,Northland,Te Tai Tokerau,100700,Kaitaia East,Te Hiku Ward,Kimberly Tait,"2 Blencowe Street,  Kaitaia 0410",2 Blencowe Street,,Kaitaia 0410,,,,-35.11201048,173.26136640000001,50,25,3,8,6,9,4,2,32,4,32,3,0,1
47737,The Stables Montessori,03-3221108,office@stableshalswell.nz,"10 Franco Road, Halswell Christchurch",10 Franco Road,Halswell,Christchurch,Education & Care Service,Montessori,Privately owned,Yes,,Te Tai Runga,EQI > 5,Christchurch City,Major urban area,Canterbury Region,"Canterbury,Chatham Islands",Banks Peninsula,Te Tai Tonga,327300,Halswell North,Halswell Ward,Danielle Fisher,"57 Buckhurst Ave, Wigram Christchurch 8042",57 Buckhurst Ave,Wigram,Christchurch 8042,03-7411236,,,-43.56328217,172.5809344,120,30,3,28,41,40,33,2,147,91,15,8,55,8
47739,Busy Bees Featherston Street,06-929 4177,,"617 Featherston Street, Roslyn Palmerston North",617 Featherston Street,Roslyn,Palmerston North,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI > 5,Palmerston North City,Large urban area,Manawatu-Wanganui Region,"Taranaki,Whanganui,Manawatū",Palmerston North,Te Tai Hauauru,230200,Roslyn (Palmerston North City),Area Outside Ward,Cassandra Katene,"PO Box 628,  Whangaparaoa 0949",PO Box 628,,Whangaparaoa 0949,027-5340647,,,-40.33751441,175.6308227,75,30,4,16,15,19,13,0,67,55,14,3,6,3
47741,Stepping Stones Education & Care,021-311955,shirley_sun@xtra.co.nz,"63 Magma Cres, Stonefields Auckland",63 Magma Cres,Stonefields,Auckland,Homebased Network,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Orakei,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Tamaki,Tamaki Makaurau,144900,Stonefields West,Orakei Ward,Xueli (Shirley) Sun,"63 Magma Cres, Stonefields Auckland 1072",63 Magma Cres,Stonefields,Auckland 1072,09-5746627,,,-36.8863971,174.8348836,80,80,10,9,12,8,7,0,46,2,1,0,46,0
