service_number,service_name.x,telephone,email,service_address,street,suburb,town_city,service_type,definition,x20_hours_ece,equity_index_eqi,education_region,management_contact_name,full_management_address.x,management_postal_address,management_postal_suburb,management_postal_city,management_contact_phone,latitude,longitude,max_licenced_positions,max_under_2_s,age_0,age_1,age_2,age_3,age_4,age_5,total,european_pakeha,maori,pacific,asian,other,full_management_address.y,service_name.y,enrollment_total,max_licensed_positions_total,owner_name,funder_name,company_source_link,owner_source_link,additional_source_if_necessary,methodology_to_link,notes
65096,BestStart Parklands,03-383 8085,parklands@best-start.org,"25 Chadbury Street, Parklands Christchurch",25 Chadbury Street,Parklands,Christchurch,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Shanna Proctor,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,-43.47940775,172.7050943,50,16,2,8,5,17,9,0,41,21,11,5,2,9,"P O Box 276177, Manukau City South Auckland 2241",BestStart Parklands,41,50,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
65098,BestStart Riccarton,03-348 2242,riccarton@best-start.org,"97 Wainui Street, Riccarton Christchurch",97 Wainui Street,Riccarton,Christchurch,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Shanna Proctor,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,-43.53157648,172.5928864,99,16,2,14,9,28,22,2,77,19,13,5,40,11,"P O Box 276177, Manukau City South Auckland 2241",BestStart Riccarton,77,99,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
65114,Kindercare Learning Centres - Spreydon,03-3327331,strickland@kindercare.co.nz,"144 Strickland Street, Spreydon Christchurch",144 Strickland Street,Spreydon,Christchurch,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Nicola  Harris,"60 Greville Road, Pinehill Auckland 0632",60 Greville Road,Pinehill,Auckland 0632,03-3374290,-43.55154653,172.6305695,50,16,3,8,17,12,12,0,52,25,9,4,19,6,"60 Greville Road, Pinehill Auckland 0632",Kindercare Learning Centres - Spreydon,52,50,Kindercare Learning Centres Limited,Glenda Fay Wendelborn,https://careers.kindercare.co.nz/locations,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/106381?backurl=H4sIAAAAAAAAAEXLwQrCMBAE0L%2FJpYfqweMiIuihPQj2B5ZkrYFmE3e3Sv%2FeiBUvw8yDaQuOpK3PqSDH2pRQ%2FH3%2FgC5yIPEo1PTVOPLYHIlNyNWMtgxLIYVD36%2F7amizniXP5cuRfZZykpxg7UMGhyEIqf7fK3S0vLIEcGooBhs3xRQNtjunt4rh83wiewoXZJrAZCaXciD4%2BRsV%2FUo4zAAAAA%3D%3D,,Address matches business profile,
65124,BestStart Northwood,03-323 7875,northwood@best-start.org,"1 O'Neill Ave, Northwood Christchurch",1 O'Neill Ave,Northwood,Christchurch,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Shanna Proctor,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,-43.46092924,172.6209722,62,12,3,10,14,12,20,1,60,47,6,4,14,6,"P O Box 276177, Manukau City South Auckland 2241",BestStart Northwood,60,62,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
65135,BestStart Aidanfield,03-339 2126,aidanfield@best-start.org,"50 Kinsella Crescent, Halswell Christchurch",50 Kinsella Crescent,Halswell,Christchurch,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Shanna Proctor,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,-43.56584473,172.5679804,50,12,2,15,12,16,17,2,64,45,7,1,17,7,"P O Box 276177, Manukau City South Auckland 2241",BestStart Aidanfield,64,50,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
65139,Busy Bees Lake Terrace,03-383 4757,manager@laketerrace.busybees.org.nz,"30 Lake Terrace Road, Burwood Christchurch",30 Lake Terrace Road,Burwood,Christchurch,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Verity Parkyn,"PO Box 628,  Whangaparaoa 0949",PO Box 628,,Whangaparaoa 0949,03-3834757,-43.49873787,172.6817881,68,16,5,15,16,23,19,0,78,61,21,3,2,4,"PO Box 628,  Whangaparaoa 0949",Busy Bees Lake Terrace,78,68,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
65145,Active Explorers Rolleston,03-3474400,,"37 Tennyson Street,  Rolleston",37 Tennyson Street,,Rolleston,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Natasha Godinet-Howard,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,,-43.59374778,172.3819031,71,12,4,11,11,27,23,3,79,56,5,3,18,5,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Active Explorers Rolleston,79,71,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
65149,Active Explorers Hokitika,03-7555171,,"180 Hampden St,  Hokitika",180 Hampden St,,Hokitika,Education & Care Service,,Yes,EQI > 5,"Nelson,Marlborough,West Coast",Caitlin Goodall,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,03-7555171,-42.71917797,170.9754827,55,15,2,15,9,13,15,1,55,49,22,1,3,0,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Active Explorers Hokitika,55,55,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
65154,Stoke Montessori,03-5471022,stoke.montessori@gmail.com,"61 Marlowe Street, Stoke Nelson",61 Marlowe Street,Stoke,Nelson,Education & Care Service,,Yes,EQI > 5,"Nelson,Marlborough,West Coast",Sithy Mowjood,"P O Box 1167,  Nelson 7040",P O Box 1167,,Nelson 7040,,-41.31585455,173.2248013,25,0,0,0,4,9,11,0,24,15,4,0,4,5,"P O Box 1167,  Nelson 7040",Stoke Montessori,24,25,Bays Montessori Limited,"Sithy Mowjood, Ahamad Ramzi Mowjood",https://baysmontessori.co.nz/contact-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/8581651/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F8581651,,ECE management matches business profile (Sithy Mowjood).,
65156,BestStart Queenstown,03-4426822,queenstown@best-start.org,"18 B Hamilton Road,  Queenstown",18 B Hamilton Road,,Queenstown,Education & Care Service,,Yes,EQI > 5,"Otago,Southland",Pamela Thomas,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,-45.02669638,168.6589491,75,25,4,22,19,16,24,2,87,66,7,4,13,12,"P O Box 276177, Manukau City South Auckland 2241",BestStart Queenstown,87,75,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
65158,BestStart Wigram,03-348 4616,wigram@best-start.org,"Cnr Mustang Avenue & Corsair Drive, Wigram Christchurch",Cnr Mustang Avenue & Corsair Drive,Wigram,Christchurch,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Shanna Proctor,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,-43.54927657,172.5461997,65,10,5,25,29,37,31,6,133,59,14,5,72,12,"P O Box 276177, Manukau City South Auckland 2241",BestStart Wigram,133,65,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
65177,Prebbleton Nursery & Education Centre,03-3499970,prebbletonchildcare@xtra.co.nz,"542 Springs Road,  Prebbleton",542 Springs Road,,Prebbleton,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Melanie Cotter,"542 Springs Road, Prebbleton Christchurch 7604",542 Springs Road,Prebbleton,Christchurch 7604,03-3499970,-43.58112878,172.5117862,35,25,4,22,18,0,0,0,44,42,6,0,4,0,"542 Springs Road, Prebbleton Christchurch 7604",Prebbleton Nursery & Education Centre,44,35,Prebbleton Childcare Limited,"Gemma Glen Brain, Melissa Ann Brain, Rodger John Searle, Geoffrey Edward Brain, Melanie Rachelle Cotter",,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1015575/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F1015575,https://ero.govt.nz/institution/45616/prebbleton-kindergarten,Address matches business profile and ERO.,
65183,Kindercare Learning Centres - Burwood (208),03-3870305,burwood@kindercare.co.nz,"305 Burwood Road, Burwood Christchurch",305 Burwood Road,Burwood,Christchurch,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Nicola  Harris,"60 Greville Road, Pinehill Auckland 0632",60 Greville Road,Pinehill,Auckland 0632,03-3374290,-43.48061758,172.6807803,55,19,5,16,13,9,21,0,64,45,13,3,14,3,"60 Greville Road, Pinehill Auckland 0632",Kindercare Learning Centres - Burwood (208),64,55,Kindercare Learning Centres Limited,Glenda Fay Wendelborn,https://careers.kindercare.co.nz/locations,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/106381?backurl=H4sIAAAAAAAAAEXLwQrCMBAE0L%2FJpYfqweMiIuihPQj2B5ZkrYFmE3e3Sv%2FeiBUvw8yDaQuOpK3PqSDH2pRQ%2FH3%2FgC5yIPEo1PTVOPLYHIlNyNWMtgxLIYVD36%2F7amizniXP5cuRfZZykpxg7UMGhyEIqf7fK3S0vLIEcGooBhs3xRQNtjunt4rh83wiewoXZJrAZCaXciD4%2BRsV%2FUo4zAAAAA%3D%3D,,Address matches business profile,
65186,BestStart Rugby Park,03-2140652,rugbypark@best-start.org,"172 Eye St, Invercargill Central Invercargill",172 Eye St,Invercargill Central,Invercargill,Education & Care Service,,Yes,EQI 4,"Otago,Southland",Pamela Thomas,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,-46.4165425,168.3596447,75,25,4,17,17,20,19,0,77,48,23,4,11,7,"P O Box 276177, Manukau City South Auckland 2241",BestStart Rugby Park,77,75,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
65195,Active Explorers Nelson Street,03-7689099,,"25 Nelson Street, Greymouth South Greymouth",25 Nelson Street,Greymouth South,Greymouth,Education & Care Service,,Yes,EQI > 5,"Nelson,Marlborough,West Coast",Lynette Kioa,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,03-7689099,-42.46704685,171.1939187,60,20,1,15,13,18,20,0,67,59,5,2,10,1,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Active Explorers Nelson Street,67,60,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
65223,BestStart Springlands,03-579 6060,springlands@best-start.org,"11 Colemans Road, Springlands Blenheim",11 Colemans Road,Springlands,Blenheim,Education & Care Service,,Yes,EQI > 5,"Nelson,Marlborough,West Coast",Elizabeth Kelly,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,-41.50767575,173.9372553,76,25,1,18,28,23,18,2,90,77,16,1,11,8,"P O Box 276177, Manukau City South Auckland 2241",BestStart Springlands,90,76,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
65227,Kidz Kindy @49,03-578 8984,blenheim@kidzkindy.co.nz,"49 Budge Street,  Blenheim",49 Budge Street,,Blenheim,Education & Care Service,,Yes,EQI > 5,"Nelson,Marlborough,West Coast",Lisa McDonald,"18 Sirrah st,  Gisborne 4010",18 Sirrah st,,Gisborne 4010,,-41.5035571,173.963721,35,3,0,0,0,27,21,0,48,27,16,2,10,8,"18 Sirrah st,  Gisborne 4010",Kidz Kindy @49,48,35,Jam Jar Education Limited,"Habitat Solutions Limited, Moana James Limited",https://www.kidzkindy.co.nz/our-centres/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/8378742/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F8378742%3Fbackurl%3DH4sIAAAAAAAAAE3MSwqAIBAA0NPkpoXQXiL6QFAQ2AWGZijBrHQMun0RBG3f4skdZgrSODSnwQhWBgI%252FLbnfLI3XTqroOnGopm61HpOsTNMemAXgCW4iHMCRVewjiXVDUp%252BLZ6yM1wwcw3s8oJcf3ItPw%252Bt6AAAA,,"Address match on business profile. Found by tracing company director now worked for, with same address, from now-defunt LTD with the same address.","Seems to be private equity-backed funders. Formally registered with a ""Z"" as Kidz Kindy (through Roisst Private Rquity Limited), but Roisst is now defunct: https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6207348/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F6207348"
65229,Busy Bees Mapua,03-5403330,info@mapua.busybees.org.nz,"86 Aranui Road,  Mapua",86 Aranui Road,,Mapua,Education & Care Service,,Yes,EQI > 5,"Nelson,Marlborough,West Coast",Josie Bisley,"PO Box 628,  Whangaparaoa 0949",PO Box 628,,Whangaparaoa 0949,03-540 3330,-41.25089102,173.0937352,50,10,3,6,15,17,17,0,58,57,7,0,1,0,"PO Box 628,  Whangaparaoa 0949",Busy Bees Mapua,58,50,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
65236,Active Explorers Richmond,03-5447611,cm.richmond@activeexplorers.co.nz,"6D Champion Road, Richmond Nelson",6D Champion Road,Richmond,Nelson,Education & Care Service,,Yes,EQI > 5,"Nelson,Marlborough,West Coast",Karmin Marchbanks,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,03-5442191,-41.33446024,173.2025452,75,25,4,14,15,13,14,0,60,52,6,1,12,0,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Active Explorers Richmond,60,75,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
65238,Little Footsteps-John Street,03-577 6008,info@littlefootsteps.co.nz,"Little Footsteps-John Street 3 John Street, Blenheim Blenheim",Little Footsteps-John Street 3 John Street,Blenheim,Blenheim,Education & Care Service,,Yes,EQI > 5,"Nelson,Marlborough,West Coast",Victoria Templeton,"102 Scott Street,  Blenheim",102 Scott Street,,Blenheim,,-41.50980131,173.9536209,31,22,0,11,12,14,14,1,52,42,16,6,3,1,"102 Scott Street,  Blenheim",Little Footsteps-John Street,52,31,VJDJ Limited,"Derek John Templeton, Victoria Jane Templeton",https://www.littlefootsteps.co.nz/enrolment,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/5511310/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F5511310%3Fbackurl%3DH4sIAAAAAAAAAE3MOwqAMAwA0Nt0cegJigiODkLFPTTBBvqzTT2%252FOgiub3i6wEFNc0K%252BGDsE3Qiq8%252BNpdnaSK8OwUSyBJCcFeEFyhCskCkZqJxUzkvlcPc%252FM1QpIb2Zalhes%252F8ENe3mXdXAAAAA%253D,,Management tied to ECE and business profile,Victoria Templeton named as management. Little Footsteps LTD is in liquidation: https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1168509/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F1168509
65409,Nelson Montessori,03-546 8768,nelson.montessori@gmail.com,"87 Atawhai Drive, Atawhai Nelson",87 Atawhai Drive,Atawhai,Nelson,Education & Care Service,Montessori,Yes,EQI > 5,"Nelson,Marlborough,West Coast",Sithy Mowjood,"P O Box 1167,  Nelson 7040",P O Box 1167,,Nelson 7040,,-41.26234454,173.297615,50,0,0,0,4,10,17,2,33,24,2,0,5,10,"P O Box 1167,  Nelson 7040",Nelson Montessori,33,50,Bays Montessori Limited,"Sithy Mowjood, Ahamad Ramzi Mowjood",https://baysmontessori.co.nz/contact-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/8581651/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F8581651,,ECE management matches business profile (Sithy Mowjood).,
65503,Little Footsteps - Scott Street,03-578 1416,info@littlefootsteps.co.nz,"102 Scott Street, Blenheim Blenheim",102 Scott Street,Blenheim,Blenheim,Education & Care Service,,Yes,EQI 4,"Nelson,Marlborough,West Coast",Victoria Templeton,"102 Scott Street,  Blenheim",102 Scott Street,,Blenheim,,-41.52152738,173.9571984,31,6,0,8,15,7,14,0,44,34,9,0,8,1,"102 Scott Street,  Blenheim",Little Footsteps - Scott Street,44,31,VJDJ Limited,"Derek John Templeton, Victoria Jane Templeton",https://www.littlefootsteps.co.nz/enrolment,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/5511310/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F5511310%3Fbackurl%3DH4sIAAAAAAAAAE3MOwqAMAwA0Nt0cegJigiODkLFPTTBBvqzTT2%252FOgiub3i6wEFNc0K%252BGDsE3Qiq8%252BNpdnaSK8OwUSyBJCcFeEFyhCskCkZqJxUzkvlcPc%252FM1QpIb2Zalhes%252F8ENe3mXdXAAAAA%253D,,Management tied to ECE and business profile,Victoria Templeton named as management. Little Footsteps LTD is in liquidation: https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1168509/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F1168509
65512,BestStart Blenheim Central,03-578 4214,blenheimcentral@best-start.org,"129 High Street, Blenheim Blenheim",129 High Street,Blenheim,Blenheim,Education & Care Service,,Yes,EQI > 5,"Nelson,Marlborough,West Coast",Elizabeth Kelly,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,-41.51200729,173.9518592,52,12,0,11,19,21,12,0,63,40,18,7,13,4,"P O Box 276177, Manukau City South Auckland 2241",BestStart Blenheim Central,63,52,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
70001,Active Explorers Leeston,03-3244115,,"20 Leeston-Lake Road,  Leeston",20 Leeston-Lake Road,,Leeston,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Natasha Godinet-Howard,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,,-43.76573038,172.2985174,67,12,2,12,12,14,22,1,63,60,12,1,0,0,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Active Explorers Leeston,63,67,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
70008,BestStart Hei Hei,03-349 8180,heihei@best-start.org,"16 Hei Hei Road, Hei Hei Christchurch",16 Hei Hei Road,Hei Hei,Christchurch,Education & Care Service,,Yes,EQI 4,"Canterbury,Chatham Islands",Shanna Proctor,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,-43.53784965,172.5228022,80,24,5,13,20,22,17,1,78,47,21,10,23,9,"P O Box 276177, Manukau City South Auckland 2241",BestStart Hei Hei,78,80,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
70011,BestStart Styx Mill,03-323 7838,styxmill@best-start.org,"109 Northwood Boulevard, Northwood Christchurch",109 Northwood Boulevard,Northwood,Christchurch,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Shanna Proctor,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,-43.45312242,172.6107318,66,16,2,18,15,14,11,0,60,51,2,3,14,2,"P O Box 276177, Manukau City South Auckland 2241",BestStart Styx Mill,60,66,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
70041,Kids at Play Temuka,03-6157191,kidsatplaynz@outlook.com,"11 Dyson Street,  Temuka",11 Dyson Street,,Temuka,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Fiona  Frew,"Kids at Play 11 Dyson St,  Temuka 7920",Kids at Play 11 Dyson St,,Temuka 7920,03-6974984,-44.2404612,171.2785003,26,10,2,7,5,1,7,0,22,16,5,2,1,2,"Kids at Play 11 Dyson St,  Temuka 7920",Kids at Play Temuka,22,26,Kids at Play Limited dba Kids at Play Temuka,"Fiona Jean Frew, Paul Antony Frew",,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/7673796/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F7673796%3Fbackurl%3DH4sIAAAAAAAAANMvSExPLdbPzEvJLMtMKU3M0S9OTSxKzrAvys9JDaksSLV19PFRK7R1C3INVzVy1tZ2y8zPS9T2Sk3MU0tMKUvMS05NCUjMS82xLSkqTVXLzU9JtYWJqwFNdcksCi5JLCktBpsDFAjOQBIAAC1jBo1%252BAAAA,,Business profile matches management. As does email format.,
70051,Busy Bees Southbrook,03-3137489,info@southbrook.busybees.org.nz,"89 Southbrook Road,  Rangiora",89 Southbrook Road,,Rangiora,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Julie Lewis,"PO Box 628,  Whangaparaoa 0949",PO Box 628,,Whangaparaoa 0949,03-3137489,-43.31840902,172.5967973,70,20,8,7,20,16,20,1,72,60,13,2,4,5,"PO Box 628,  Whangaparaoa 0949",Busy Bees Southbrook,72,70,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
70063,Busy Bees Bottle Lake,03-387 0684,manager@bottlelake.busybees.org.nz,"1 Pohutukawa Crescent, Burwood Christchurch",1 Pohutukawa Crescent,Burwood,Christchurch,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Sheldon Templeton,"P O Box 628,  Whangaparaoa 0949",P O Box 628,,Whangaparaoa 0949,03-3834757,-43.4760309,172.6855253,100,20,1,24,24,26,39,3,117,105,24,5,5,0,"P O Box 628,  Whangaparaoa 0949",Busy Bees Bottle Lake,117,100,Busy Bees,Eagle Superco Limited,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,,
70065,BestStart Kaiapoi,03-327 0733,,"Cnr Williams St & Courtenay Dr,  Kaiapoi",Cnr Williams St & Courtenay Dr,,Kaiapoi,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Shanna Proctor,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,-43.39076468,172.6537254,95,25,5,13,32,24,23,3,100,74,19,5,13,12,"P O Box 276177, Manukau City South Auckland 2241",BestStart Kaiapoi,100,95,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
