service_number,service_name.x,telephone,email,service_address,street,suburb,town_city,service_type,definition,x20_hours_ece,equity_index_eqi,education_region,management_contact_name,full_management_address.x,management_postal_address,management_postal_suburb,management_postal_city,management_contact_phone,latitude,longitude,max_licenced_positions,max_under_2_s,age_0,age_1,age_2,age_3,age_4,age_5,total,european_pakeha,maori,pacific,asian,other,full_management_address.y,service_name.y,enrollment_total,max_licensed_positions_total,owner_name,funder_name,company_source_link,owner_source_link,additional_source_if_necessary,methodology_to_link,notes
47874,Go Bananas Childcare Lincoln Road,,info@gobananasnz.co.nz,"151 Lincoln Road, Henderson Auckland",151 Lincoln Road,Henderson,Auckland,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Tāngata,Manwinder Gill,"P O Box 82266, Highland Park Auckland 2014",P O Box 82266,Highland Park,Auckland 2014,021-710 378,-36.8638,174.6295,44,12,2,5,9,6,8,0,30,2,0,5,22,3,"P O Box 82266, Highland Park Auckland 2014",Go Bananas Childcare Lincoln Road,30,44,Go Bananas Childcare Limited,Steven Prabhat Chand Dogra,https://www.gobananasnz.co.nz/about-go-bananas-childcare/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6746676/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F6746676,https://opencorporates.com/companies/nz/6746676,Steven Dogra is listed on the Go Bananas website as owner/director. Also -- listed in this ECE data as management for a few of the centers.,"PO Box address linked to Paul Tsui & Associates. I think he's their consultant or accountant. Steven Dogra and Manwinder Gill are listed in this ECE data as management. Dogra and Gill have a bunch of child care companies, including Kiwi Kids Limited."
47875,Go Bananas Childcare Highland Park,,info@gobananasnz.co.nz,"20 Dun Robin Place, Highland Park-Auckland Auckland",20 Dun Robin Place,Highland Park-Auckland,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Manwinder (Bobby) Gill,"P O Box 82266, Highland Park Auckland 2014",P O Box 82266,Highland Park,Auckland 2014,021-710378,-36.89898635,174.9040085,100,25,2,9,10,16,19,0,56,4,1,3,46,4,"P O Box 82266, Highland Park Auckland 2014",Go Bananas Childcare Highland Park,56,100,Go Bananas Childcare Limited,Steven Prabhat Chand Dogra,https://www.gobananasnz.co.nz/about-go-bananas-childcare/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6746676/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F6746676,https://opencorporates.com/companies/nz/6746676,Steven Dogra is listed on the Go Bananas website as owner/director. Also -- listed in this ECE data as management for a few of the centers.,"PO Box address linked to Paul Tsui & Associates. I think he's their consultant or accountant. Steven Dogra and Manwinder Gill are listed in this ECE data as management. Dogra and Gill have a bunch of child care companies, including Kiwi Kids Limited."
47876,Go Bananas Childcare Target Rd,09-2158714,info@gobananasnz.co.nz,"126 Target Road, North Shore Auckland",126 Target Road,North Shore,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Manwinder (Bobby) Gill,"P O Box 82266, Highland Park Auckland 2014",P O Box 82266,Highland Park,Auckland 2014,021-710378,-36.7664739,174.7348037,100,25,4,1,24,24,18,0,71,3,3,5,54,10,"P O Box 82266, Highland Park Auckland 2014",Go Bananas Childcare Target Rd,71,100,Go Bananas Childcare Limited,Steven Prabhat Chand Dogra,https://www.gobananasnz.co.nz/about-go-bananas-childcare/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6746676/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F6746676,https://opencorporates.com/companies/nz/6746676,Steven Dogra is listed on the Go Bananas website as owner/director. Also -- listed in this ECE data as management for a few of the centers.,"PO Box address linked to Paul Tsui & Associates. I think he's their consultant or accountant. Steven Dogra and Manwinder Gill are listed in this ECE data as management. Dogra and Gill have a bunch of child care companies, including Kiwi Kids Limited."
47878,Go Bananas Childcare Te Atatu,,info@gobananasnz.co.nz,"543 Te Atatu South Road, Henderson Auckland",543 Te Atatu South Road,Henderson,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Manwinder Gill,"P O Box 82266, Highland Park Auckland 2014",P O Box 82266,Highland Park,Auckland 2014,021-710 378,-36.8446683,174.6519631,55,15,0,8,12,6,8,1,35,9,4,7,17,3,"P O Box 82266, Highland Park Auckland 2014",Go Bananas Childcare Te Atatu,35,55,Go Bananas Childcare Limited,Steven Prabhat Chand Dogra,https://www.gobananasnz.co.nz/about-go-bananas-childcare/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6746676/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F6746676,https://opencorporates.com/companies/nz/6746676,Steven Dogra is listed on the Go Bananas website as owner/director. Also -- listed in this ECE data as management for a few of the centers.,"PO Box address linked to Paul Tsui & Associates. I think he's their consultant or accountant. Steven Dogra and Manwinder Gill are listed in this ECE data as management. Dogra and Gill have a bunch of child care companies, including Kiwi Kids Limited."
47879,Go Bananas Childcare Kelston,,info@gobananasnz.co.nz,"4038 Great North Road, Kelston Auckland",4038 Great North Road,Kelston,Auckland,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Tāngata,Manwinder Gill,"P O Box 82266, Highland Park Auckland 2014",P O Box 82266,Highland Park,Auckland 2014,021-710 378,-36.90649652,174.6611073,60,20,0,8,14,9,7,0,38,2,1,2,36,1,"P O Box 82266, Highland Park Auckland 2014",Go Bananas Childcare Kelston,38,60,Go Bananas Childcare Limited,Steven Prabhat Chand Dogra,https://www.gobananasnz.co.nz/about-go-bananas-childcare/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6746676/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F6746676,https://opencorporates.com/companies/nz/6746676,Steven Dogra is listed on the Go Bananas website as owner/director. Also -- listed in this ECE data as management for a few of the centers.,"PO Box address linked to Paul Tsui & Associates. I think he's their consultant or accountant. Steven Dogra and Manwinder Gill are listed in this ECE data as management. Dogra and Gill have a bunch of child care companies, including Kiwi Kids Limited."
47880,Go Bananas Childcare Papatoetoe,,info@gobananasnz.co.nz,"79 Kolmar Road, Papatoetoe Auckland",79 Kolmar Road,Papatoetoe,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Waka,Manwinder (Bobby) Gill,"P O Box 82266, Highland Park Auckland 2014",P O Box 82266,Highland Park,Auckland 2014,021-710378,-36.97411901,174.8568187,58,20,0,8,14,18,17,0,57,0,0,4,55,0,"P O Box 82266, Highland Park Auckland 2014",Go Bananas Childcare Papatoetoe,57,58,Go Bananas Childcare Limited,Steven Prabhat Chand Dogra,https://www.gobananasnz.co.nz/about-go-bananas-childcare/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6746676/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F6746676,https://opencorporates.com/companies/nz/6746676,Steven Dogra is listed on the Go Bananas website as owner/director. Also -- listed in this ECE data as management for a few of the centers.,"PO Box address linked to Paul Tsui & Associates. I think he's their consultant or accountant. Steven Dogra and Manwinder Gill are listed in this ECE data as management. Dogra and Gill have a bunch of child care companies, including Kiwi Kids Limited."
47881,Go Bananas Childcare Rata Street,,info@gobananasnz.co.nz,"15 Rata Street, New Lynn Auckland",15 Rata Street,New Lynn,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Manwinder Gill,"P O Box 82266, Highland Park Auckland 2014",P O Box 82266,Highland Park,Auckland 2014,021-710 378,-36.907302,174.6786541,40,8,0,6,11,11,10,0,38,0,0,2,34,3,"P O Box 82266, Highland Park Auckland 2014",Go Bananas Childcare Rata Street,38,40,Go Bananas Childcare Limited,Steven Prabhat Chand Dogra,https://www.gobananasnz.co.nz/about-go-bananas-childcare/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6746676/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F6746676,https://opencorporates.com/companies/nz/6746676,Steven Dogra is listed on the Go Bananas website as owner/director. Also -- listed in this ECE data as management for a few of the centers.,"PO Box address linked to Paul Tsui & Associates. I think he's their consultant or accountant. Steven Dogra and Manwinder Gill are listed in this ECE data as management. Dogra and Gill have a bunch of child care companies, including Kiwi Kids Limited."
47884,Blossoms Educare Otara,09-2130855,,"195 Bairds Road, Otara Auckland",195 Bairds Road,Otara,Auckland,Education & Care Service,,Yes,EQI 1,Tāmaki Herenga Waka,Sarabjit Sidhu,"P O Box 202199, Southgate Takanini 2246",P O Box 202199,Southgate,Takanini 2246,09-2363160,-36.96450521,174.8741224,100,30,5,13,14,17,18,2,69,5,25,49,12,4,"P O Box 202199, Southgate Takanini 2246",Blossoms Educare Otara,69,100,Blossoms Educare Limited,"Baljit Singh GREWAL, Sarabjit SIDHU",,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2496438/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F2496438%3Fbackurl%3DH4sIAAAAAAAAAEXLMQ7CMAyF4dtkYQAGRguxwEAHJHoBExuI1MTBdkC9PUUUsf3vk96y4o1tGSVXLGkqY9R43z7gMoiZZFswtYjKgYsnH%252FuxssGu6%252BZ9dvRmB5VWv5xKFK17lQxz9wIBiZTN%252Fu8Zjjy%252BRAmCOarDKgwpJ4f1Jth1Qvo8n1gi0wkLD%252BDaOGQhhp%252B%252FAdkv%252FCnCAAAA,https://ero.govt.nz/institution/25338/blossoms-educare-limited,Address listed on business profile and management company named on ERO website.,
47886,Bright Beginnings Early Learning Centre - Howick,,howick@bbelc.co.nz,"110 Ridge Road, Howick Auckland",110 Ridge Road,Howick,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Nikita Kohli,"19 Santa Ana Drive, Dannemora Auckland 2016",19 Santa Ana Drive,Dannemora,Auckland 2016,09-5344 733,-36.89563701,174.9226929,110,23,3,19,19,25,28,3,97,60,10,2,42,4,"19 Santa Ana Drive, Dannemora Auckland 2016",Bright Beginnings Early Learning Centre - Howick,97,110,,,,,,,
47887,Tiny Nation Southland,,,"8 Robert Street, Otatara Invercargill",8 Robert Street,Otatara,Invercargill,Homebased Network,,Yes,EQI > 5,"Otago,Southland",Genna Hayward,"P O Box 8703,  Havelock North 4157",P O Box 8703,,Havelock North 4157,,-46.4471921,168.3172922,80,80,1,14,23,14,12,1,65,54,14,2,3,1,"P O Box 8703,  Havelock North 4157",Tiny Nation Southland,65,80,The Care Collective,"Erin Elizabeth Maloney, Jared Larence Maloney",https://tinynation.co.nz/contact-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/7801656/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F7801657,,PO Box matches company page.,Assuming Maloney family owns it all.
47889,Seven Oaks Preschool,027-2078414,office@sevenoakspreschool.co.nz,"77 Murphys Road, Halswell Christchurch",77 Murphys Road,Halswell,Christchurch,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Jessie Jones,"77 Murphys Road, Halswell Christchurch 8025",77 Murphys Road,Halswell,Christchurch 8025,028-85142183,-43.58092505,172.5498641,55,15,1,11,2,15,13,0,42,36,3,0,8,3,"77 Murphys Road, Halswell Christchurch 8025",Seven Oaks Preschool,42,55,,,,,,,
47891,Tiny Nation Q1 Wellington,04-5664637,,"303 Karamu Road North,  Hastings",303 Karamu Road North,,Hastings,Homebased Network,,Yes,EQI > 5,Wellington,Natalie Buckley,"P O Box 8703,  Havelock North 4157",P O Box 8703,,Havelock North 4157,0800-8469628466,-39.64135781,176.8469558,80,80,3,16,30,9,3,0,61,52,16,4,2,3,"P O Box 8703,  Havelock North 4157",Tiny Nation Q1 Wellington,61,80,The Care Collective,"Erin Elizabeth Maloney, Jared Larence Maloney",https://tinynation.co.nz/contact-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/7801656/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F7801657,,PO Box matches company page.,Assuming Maloney family owns it all.
47894,Halswell Quarry Preschool,027-2401414,discover@halswellquarrypreschool.nz,"2 Irvines Track, Halswell Christchurch",2 Irvines Track,Halswell,Christchurch,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Kathryn Palliser,"25 Kennedys Bush Road, Halswell Christchurch 8025",25 Kennedys Bush Road,Halswell,Christchurch 8025,03-347 4910,-43.58759196,172.5717445,107,25,2,24,35,26,21,2,110,94,9,2,14,3,"25 Kennedys Bush Road, Halswell Christchurch 8025",Halswell Quarry Preschool,110,107,,,,,,,
47899,Happy Kids Parrs Park Early Learning Centre,09-8130836,,"115 Seymour Road, Sunnyvale-Auckland Auckland",115 Seymour Road,Sunnyvale-Auckland,Auckland,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Tāngata,Angela Shao,"2/459 Blockhouse Bay Road, Blockhouse Bay Auckland 0600",2/459 Blockhouse Bay Road,Blockhouse Bay,Auckland 0600,,-36.90449715,174.6270994,63,12,1,11,16,27,14,1,70,28,11,14,37,3,"2/459 Blockhouse Bay Road, Blockhouse Bay Auckland 0600",Happy Kids Parrs Park Early Learning Centre,70,63,,,,,,,
47900,Newbies Birkdale Early Learning Centre,09-2162935,,"126 Birkdale Road, Birkdale Auckland",126 Birkdale Road,Birkdale,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Amanda Jones,"18 Le Roy Terrace, Birkenhead Auckland 0626",18 Le Roy Terrace,Birkenhead,Auckland 0626,09-4196297,-36.80025893,174.7023202,54,14,6,15,11,15,16,0,63,58,7,9,7,5,"18 Le Roy Terrace, Birkenhead Auckland 0626",Newbies Birkdale Early Learning Centre,63,54,,,,,,,
47907,New Shoots Childrens Centre - Kerikeri,09-4016085,,"2 Aranga Road,  Kerikeri",2 Aranga Road,,Kerikeri,Education & Care Service,,Yes,EQI > 5,Tai Tokerau,Rachel Bolger,"P O Box 11567, Palm Beach Papamoa 3151",P O Box 11567,Palm Beach,Papamoa 3151,027-351 7908,-35.23044604,173.945869,90,30,1,13,18,14,9,1,56,44,28,1,5,0,"P O Box 11567, Palm Beach Papamoa 3151",New Shoots Childrens Centre - Kerikeri,56,90,New Shoots Limited,,https://newshoots.co.nz/careers/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/3075491/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F3075491%2Fdirectors%3Fbackurl%3D%252Fcompanies%252Fapp%252Fui%252Fpages%252Fcompanies%252F3075491,,"Name matches. PO Box did not match exactly because of an accounting firm that likely masks the PO Box. However, there were matches on the New Shoots Limited directors, listed owners and management personnel named elsewhere in the data. See “new shoots” tab for more. Matches included Kelly Lambert and Nicola “Nikki” Prendergast as managers and listed in the New Shoots handbook as owner.",
47908,Little Hands Childcare (Otara),09-2156998,,"2 Tindall Crescent, Otara Auckland",2 Tindall Crescent,Otara,Auckland,Education & Care Service,,Yes,EQI 1,Tāmaki Herenga Waka,Sunaina Bhatia,"29 Carousel Crescent, East Tamaki Manukau 2016",29 Carousel Crescent,East Tamaki,Manukau 2016,09-2714887,-36.96547365,174.8811182,62,13,1,1,14,15,11,0,42,0,5,38,6,0,"29 Carousel Crescent, East Tamaki Manukau 2016",Little Hands Childcare (Otara),42,62,,,,,,,
47910,Alaha Manongi Home Based Childcare,09-2146333,sulietipauuvale@yahoo.co.nz,"47 Ferguson Street, Manurewa Auckland",47 Ferguson Street,Manurewa,Auckland,Homebased Network,,Yes,EQI 2,Tāmaki Herenga Waka,Sulieti Pauuvale Moa,"2/47 Ferguson Street, Manurewa Auckland 2102",2/47 Ferguson Street,Manurewa,Auckland 2102,,-37.03104496,174.9067139,50,50,0,3,0,0,1,2,6,0,0,6,0,0,"2/47 Ferguson Street, Manurewa Auckland 2102",Alaha Manongi Home Based Childcare,6,50,,,,,,,
47911,Nurtured at Home - Wellington 4,0800-221177,kate@nurturedathome.co.nz,"6 Jarden Mile,  Wellington",6 Jarden Mile,,Wellington,Homebased Network,,Yes,EQI > 5,Wellington,Kate Precey,"P O Box 12375, Chartwell Hamilton 3248",P O Box 12375,Chartwell,Hamilton 3248,,-41.24697406,174.8122011,80,80,5,15,18,21,14,0,73,59,32,8,4,5,"P O Box 12375, Chartwell Hamilton 3248",Nurtured at Home - Wellington 4,73,80,Nurtured at Home,"Aaron Warren Navanua, PC Stuart Trustees Limited, Petra Frances Navanua",https://www.nurturedathome.co.nz/educator,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/5766667/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F5766667%2Fdirectors,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/4858159/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F4858159%2Fshareholdings,"Name ""Nurtured at Home"" has a number of subsidiaries across New Zealand. One of the owners is listed on their website as ""Petra Navanua,"" who is often named as a director in business documents. The Auckland, Waikato, Wellington and others have the same ownership listed with a slight variation of the name.",
47914,Tamarau Early Learning Centre,06-8688152,tamarauelc@outlook.com,"2 Newton St, Outer Kaiti Gisborne",2 Newton St,Outer Kaiti,Gisborne,Education & Care Service,,Yes,EQI 2,"Hawke's Bay,Tairāwhiti",Gina Tahata,"30 DeLatour Rd, Kaiti Gisborne 4010",30 DeLatour Rd,Kaiti,Gisborne 4010,06-8688152,-38.67915309,178.054545,40,10,0,7,8,12,6,2,35,13,32,8,0,0,"30 DeLatour Rd, Kaiti Gisborne 4010",Tamarau Early Learning Centre,35,40,,,,,,,
47915,Little Flyers Early Learning,06-3450121,,"68A Harrison Street,  Whanganui",68A Harrison Street,,Whanganui,Education & Care Service,,Yes,EQI 3,"Taranaki,Whanganui,Manawatū",Katie Fitzgerald,"68A Harrison Street,  Whanganui 4500",68A Harrison Street,,Whanganui 4500,027-3256594,-39.92462555,175.0482026,36,13,1,12,4,8,9,0,34,28,11,2,1,0,"68A Harrison Street,  Whanganui 4500",Little Flyers Early Learning,34,36,,,,,,,
47918,BestStart Whangaparaoa,09-4241877,jane.burke@best-start.org,"719 Whangaparaoa Road,  Arkles Bay",719 Whangaparaoa Road,,Arkles Bay,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.63625827,174.7481319,125,25,5,25,22,37,35,2,126,96,20,5,24,17,"P O Box 276177, Manukau City South Auckland 2241",BestStart Whangaparaoa,126,125,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
47920,The Children's Ark,09-473 0242,admin@childrensark.co.nz,"282 Glenvar Road, Torbay Auckland",282 Glenvar Road,Torbay,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Susan Trace,"282 Glenvar Road, Torbay Auckland 0630",282 Glenvar Road,Torbay,Auckland 0630,09-4794342,-36.6944157,174.7286818,74,14,4,9,19,20,23,1,76,51,3,1,25,4,"282 Glenvar Road, Torbay Auckland 0630",The Children's Ark,76,74,,,,,,,
47922,Kiddz Homebased Childcare 1,03-3887287,veronica.kidd@kiddz.co.nz,"51 Orlando Crescent, Waimairi Beach Christchurch",51 Orlando Crescent,Waimairi Beach,Christchurch,Homebased Network,,Yes,EQI > 5,"Canterbury,Chatham Islands",Veronica Kidd,"P O Box 38052, Parklands Christchurch",P O Box 38052,Parklands,Christchurch,03-3887 287,-43.4802767,172.7174004,80,80,3,14,17,13,11,1,59,24,0,7,32,1,"P O Box 38052, Parklands Christchurch",Kiddz Homebased Childcare 1,59,80,KIDDZ 2000 Limited dba KIDDZ Homebased Early Childhood Education service,"Evan James Kidd, Veronica Joan Kidd",https://kiddz.co.nz/contact.html,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1005230/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F1005230,https://ero.govt.nz/institution/47087/kiddz-homebased-childcare,PO Box match on website. Website linked through business profile. Likely ECE management match.,
47923,MiniDale Explorers,09-4211474,admin@minidaleexplorers.co.nz,"2 Archibald Drive, Milldale,  Whangaparaoa-Auckland","2 Archibald Drive, Milldale",,Whangaparaoa-Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Sonya Page,"2 Archibald Drive, Milldale,  Whangaparaoa 0932","2 Archibald Drive, Milldale",,Whangaparaoa 0932,,-36.61137228,174.657597,108,20,1,13,23,28,33,2,100,69,9,0,31,4,"2 Archibald Drive, Milldale,  Whangaparaoa 0932",MiniDale Explorers,100,108,,,,,,,
47924,Old MacDonalds Childcare Morrinsville,07-4445051,morrinsville@oldmacdonalds.co.nz,"591 Kuranui Road,  Morrinsville",591 Kuranui Road,,Morrinsville,Education & Care Service,,Yes,EQI > 5,Waikato,Tracey Aubin,"593 Kuranui Road RD 2,  Morrinsville 3372",593 Kuranui Road RD 2,,Morrinsville 3372,07-4445051,-37.66727013,175.5268284,120,20,2,20,35,37,31,1,126,109,22,3,6,6,"593 Kuranui Road RD 2,  Morrinsville 3372",Old MacDonalds Childcare Morrinsville,126,120,,,,,,,
47925,Te Puna Reo o Hinemataroa Montessori,07-2429004,,"44a McKenzie Street,  Taneatua",44a McKenzie Street,,Taneatua,Education & Care Service,"Puna Reo, Montessori",Yes,EQI 1,"Bay of Plenty,Waiariki",Te Ata-Ruahine Ruawai,"44a McKenzie Street,  Taneatua 3123",44a McKenzie Street,,Taneatua 3123,07-2429004,-38.06501147,177.0101314,20,0,0,0,0,9,9,3,21,1,19,0,0,2,"44a McKenzie Street,  Taneatua 3123",Te Puna Reo o Hinemataroa Montessori,21,20,,,,,,,
47926,Lots of Hugs Broadway,06-3550330,broadway@lotsofhugschildcare.co.nz,"257 Broadway Ave,  Palmerston North",257 Broadway Ave,,Palmerston North,Education & Care Service,,Yes,EQI > 5,"Taranaki,Whanganui,Manawatū",Megan Woods,"PO Box 72002,  Papakura 2244",PO Box 72002,,Papakura 2244,027-5333626,-40.34998909,175.6211783,75,25,3,21,30,19,13,3,89,52,27,6,23,6,"PO Box 72002,  Papakura 2244",Lots of Hugs Broadway,89,75,Kids World Childcare Limited,"Surjeet Kaur Juneja, Surjit Singh Juneja",https://www.allaboutchildrenchildcare.co.nz/childcare-avondale-auckland/contact-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/5574226/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F5574226,https://ero.govt.nz/institution/10189/all-about-children-avondale,Kids World Childcare Limited named by ERO and email address on business profile matches website.,
47928,BestStart Halswell Junction,03-9749423,halswelljunction@best-start.org,"386 Halswell Junction Road, Halswell Christchurch",386 Halswell Junction Road,Halswell,Christchurch,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Shanna Proctor,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,-43.56743047,172.53851,103,24,5,23,24,23,33,4,112,59,12,2,39,18,"P O Box 276177, Manukau City South Auckland 2241",BestStart Halswell Junction,112,103,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
47929,Freckles Early Learning Centre,03-347 0291,Freckles@best-start.org,"48 Branthwaite Drive,  Rolleston",48 Branthwaite Drive,,Rolleston,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Shanna Proctor,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,-43.60651547,172.4013433,70,20,4,15,21,28,27,1,96,65,8,2,29,6,"P O Box 276177, Manukau City South Auckland 2241",Freckles Early Learning Centre,96,70,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
47930,Awesome Kiwis Childcare Ltd,09-2640306,awesomekiwis2020@gmail.com,"222 Browns Road, Manurewa Auckland",222 Browns Road,Manurewa,Auckland,Education & Care Service,,Yes,EQI 2,Tāmaki Herenga Waka,Ragni  Lata,"222 Browns Road, Manurewa Auckland 2102",222 Browns Road,Manurewa,Auckland 2102,09-264 0306,-37.0185,174.8641,40,10,0,10,8,18,11,0,47,7,2,14,31,0,"222 Browns Road, Manurewa Auckland 2102",Awesome Kiwis Childcare Ltd,47,40,,,,,,,
47932,Love and Joy Early Learning Centre Limited,09-626 0681,loveandjoyece@gmail.com,"5 Denize Road, Mt Roskill Auckland",5 Denize Road,Mt Roskill,Auckland,Education & Care Service,,Yes,EQI 3,Tāmaki Herenga Manawa,Li  Zhang,"59B Heaphy Street, Blockhouse Bay Auckland",59B Heaphy Street,Blockhouse Bay,Auckland,09-6260681,-36.90063737,174.7236691,58,10,1,8,13,16,17,0,55,2,4,10,39,8,"59B Heaphy Street, Blockhouse Bay Auckland",Love and Joy Early Learning Centre Limited,55,58,,,,,,,
47933,Small Fries Christian Childcare Centre - Beachlands,021-281 2201,shelley.thornton@wphub.org.nz,"49 Third View Avenue, Beachlands Auckland",49 Third View Avenue,Beachlands,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Michelle Thornton,"P O Box 65685, Mairangi Bay Auckland 0630",P O Box 65685,Mairangi Bay,Auckland 0630,09-4772879,-36.88271264,174.9985973,40,12,2,4,5,12,7,1,31,31,1,3,1,1,"P O Box 65685, Mairangi Bay Auckland 0630",Small Fries Christian Childcare Centre - Beachlands,31,40,,,,,,,
47934,Aukilani Kids,09-280 3893,,"96 Lansford Crescent, Avondale Auckland",96 Lansford Crescent,Avondale,Auckland,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Manawa,Lynette Reed,"P O Box 29152, Epsom Auckland 1344",P O Box 29152,Epsom,Auckland 1344,,-36.90407424,174.6987976,40,10,2,2,4,9,7,0,24,1,2,23,1,0,"P O Box 29152, Epsom Auckland 1344",Aukilani Kids,24,40,,,,,,,
47936,New Shoots Children's Centre - Greenhithe,09-307 0005,,"31 Chester Avenue, Greenhithe Auckland",31 Chester Avenue,Greenhithe,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Kelly  Lambert,"P O Box 11567, Palm Beach Papamoa 3151",P O Box 11567,Palm Beach,Papamoa 3151,021-535844,-36.75942152,174.7002794,99,35,3,25,15,22,7,0,72,35,3,2,40,5,"P O Box 11567, Palm Beach Papamoa 3151",New Shoots Children's Centre - Greenhithe,72,99,New Shoots Limited,,https://newshoots.co.nz/careers/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/3075491/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F3075491%2Fdirectors%3Fbackurl%3D%252Fcompanies%252Fapp%252Fui%252Fpages%252Fcompanies%252F3075491,,"Name matches. PO Box did not match exactly because of an accounting firm that likely masks the PO Box. However, there were matches on the New Shoots Limited directors, listed owners and management personnel named elsewhere in the data. See “new shoots” tab for more. Matches included Kelly Lambert and Nicola “Nikki” Prendergast as managers and listed in the New Shoots handbook as owner.",
47937,Flagstaff Childcare Ltd,,,"9 Halcione Close, Flagstaff-Hamilton Hamilton",9 Halcione Close,Flagstaff-Hamilton,Hamilton,Education & Care Service,,Yes,EQI > 5,Waikato,Narinder Kaur,"P O Box 2721225, Papakura Auckland 2244",P O Box 2721225,Papakura,Auckland 2244,07-8566594,-37.73679724,175.2524356,40,10,0,4,14,5,5,0,28,6,6,0,21,0,"P O Box 2721225, Papakura Auckland 2244",Flagstaff Childcare Ltd,28,40,,,,,,,
